70
0 7 10 17 27 21 12 15 12 23 13 7 15 17 15 16 4 27 9 14 17 19 4 15 23 15 8 15 9 19 8 12 10 5 14 15 10 5 10 20 11 6 11 11 13 15 18 19 16 9 20 13 11 14 13 7 17 7 9 14 19 12 5 19 24 7 17 10 12 17 
7 0 9 10 20 14 5 10 11 16 12 14 16 10 10 17 5 20 6 15 16 14 7 16 16 14 7 8 2 12 15 5 3 6 7 16 3 12 9 21 4 13 10 12 6 8 19 12 9 10 13 6 10 15 14 8 10 8 10 7 12 7 2 20 17 6 10 11 13 12 
10 9 0 17 21 15 8 19 2 17 21 13 25 13 9 26 14 21 15 24 25 23 6 25 17 23 16 9 11 13 14 10 12 5 8 25 10 11 18 30 13 14 1 21 7 9 28 13 10 19 14 9 3 24 23 17 11 17 19 12 13 6 9 29 18 3 15 20 22 21 
17 10 17 0 10 4 9 2 19 10 4 24 8 4 18 9 13 10 8 9 8 6 17 8 6 6 9 14 8 10 25 7 7 16 13 10 7 22 7 13 6 23 18 8 14 8 13 12 7 12 11 8 18 7 10 18 6 10 20 5 4 15 12 12 9 14 2 9 19 4 
27 20 21 10 0 6 15 12 21 6 14 34 14 10 14 19 23 2 18 19 12 10 27 18 4 12 19 12 18 8 35 15 17 26 13 20 17 32 17 19 16 33 20 18 14 12 23 8 11 22 7 14 18 13 20 28 10 20 30 13 8 15 22 22 5 24 10 19 29 10 
21 14 15 4 6 0 9 6 15 6 8 28 12 4 14 13 17 6 12 13 12 10 21 12 2 10 13 10 12 6 29 9 11 20 9 14 11 26 11 17 10 27 14 12 10 6 17 8 5 16 7 8 14 11 14 22 4 14 24 7 2 11 16 16 5 18 4 13 23 8 
12 5 8 9 15 9 0 11 10 11 13 19 17 5 9 18 8 15 7 16 17 15 12 17 11 15 8 5 3 7 20 2 4 11 4 17 2 17 10 22 5 18 9 13 5 3 20 7 4 11 8 1 9 16 15 13 5 9 15 4 7 6 7 21 12 9 7 12 14 13 
15 10 19 2 12 6 11 0 21 12 2 22 6 6 20 7 11 12 6 7 6 4 15 6 8 4 7 16 8 12 23 9 7 14 15 8 9 20 5 11 6 21 20 6 16 10 11 14 9 10 13 10 20 5 8 16 8 8 18 7 6 17 10 10 11 16 4 7 17 2 
12 11 2 19 21 15 10 21 0 17 23 15 27 15 9 28 16 21 17 26 27 25 8 27 17 25 18 9 13 13 14 12 14 7 8 27 12 11 20 32 15 16 1 23 7 11 30 13 12 21 14 11 3 26 25 19 13 19 21 14 15 6 11 31 18 5 17 22 24 23 
23 16 17 10 6 6 11 12 17 0 14 30 18 6 8 19 19 8 14 17 18 16 23 18 6 16 15 8 14 4 31 11 13 22 9 18 13 28 13 23 12 29 16 14 10 8 21 4 7 18 3 10 14 17 16 24 6 16 26 9 6 11 18 22 1 20 8 15 25 14 
