30
0 1 2 1 19 17 18 19 12 13 11 10 15 14 15 16 21 19 17 18 17 18 21 20 31 29 32 31 25 17 
1 0 3 2 18 16 17 18 11 12 10 9 14 13 14 15 20 18 16 17 16 17 20 19 30 28 31 30 24 16 
2 3 0 1 21 19 20 21 14 15 13 12 15 14 15 16 23 21 19 20 19 20 23 22 33 31 34 33 27 19 
1 2 1 0 20 18 19 20 13 14 12 11 16 15 16 17 22 20 18 19 18 19 22 21 32 30 33 32 26 18 
19 18 21 20 0 2 3 2 17 16 16 13 24 23 24 25 16 16 16 13 24 21 22 25 12 10 13 14 6 8 
17 16 19 18 2 0 3 2 17 16 16 13 24 23 24 25 16 16 16 13 24 21 22 25 14 12 15 14 8 8 
18 17 20 19 3 3 0 1 20 19 19 16 27 26 27 28 19 19 19 16 27 24 25 28 15 13 14 17 7 11 
19 18 21 20 2 2 1 0 19 18 18 15 26 25 26 27 18 18 18 15 26 23 24 27 14 12 13 16 6 10 
12 11 14 13 17 17 20 19 0 1 1 4 7 6 7 8 9 7 5 6 7 6 9 8 19 17 20 19 15 9 
13 12 15 14 16 16 19 18 1 0 2 3 8 7 8 9 8 6 4 5 8 5 8 9 18 16 19 18 14 8 
11 10 13 12 16 16 19 18 1 2 0 3 8 7 8 9 10 8 6 7 8 7 10 9 20 18 21 20 14 8 
10 9 12 11 13 13 16 15 4 3 3 0 11 10 11 12 11 9 7 8 11 8 11 12 21 19 22 21 15 7 
15 14 15 16 24 24 27 26 7 8 8 11 0 1 2 1 10 8 8 11 6 7 10 9 20 18 21 20 22 16 
14 13 14 15 23 23 26 25 6 7 7 10 1 0 3 2 9 7 7 10 5 6 9 8 19 17 20 19 21 15 
15 14 15 16 24 24 27 26 7 8 8 11 2 3 0 1 12 10 8 11 8 9 12 11 22 20 23 22 22 16 
16 15 16 17 25 25 28 27 8 9 9 12 1 2 1 0 11 9 9 12 7 8 11 10 21 19 22 21 23 17 
21 20 23 22 16 16 19 18 9 8 10 11 10 9 12 11 0 2 4 3 8 5 6 9 10 8 11 10 14 8 
19 18 21 20 16 16 19 18 7 6 8 9 8 7 10 9 2 0 2 3 8 5 6 9 12 10 13 12 14 8 
17 16 19 18 16 16 19 18 5 4 6 7 8 7 8 9 4 2 0 3 8 5 6 9 14 12 15 14 14 8 
18 17 20 19 13 13 16 15 6 5 7 8 11 10 11 12 3 3 3 0 11 8 9 12 13 11 14 13 11 5 
17 16 19 18 24 24 27 26 7 8 8 11 6 5 8 7 8 8 8 11 0 3 4 3 14 14 15 14 22 16 
18 17 20 19 21 21 24 23 6 5 7 8 7 6 9 8 5 5 5 8 3 0 3 4 13 11 14 13 19 13 
21 20 23 22 22 22 25 24 9 8 10 11 10 9 12 11 6 6 6 9 4 3 0 3 10 12 11 10 20 14 
20 19 22 21 25 25 28 27 8 9 9 12 9 8 11 10 9 9 9 12 3 4 3 0 13 15 14 11 23 17 
31 30 33 32 12 14 15 14 19 18 20 21 20 19 22 21 10 12 14 13 14 13 10 13 0 2 1 2 10 14 
29 28 31 30 10 12 13 12 17 16 18 19 18 17 20 19 8 10 12 11 14 11 12 15 2 0 3 4 8 12 
32 31 34 33 13 15 14 13 20 19 21 22 21 20 23 22 11 13 15 14 15 14 11 14 1 3 0 3 9 15 
31 30 33 32 14 14 17 16 19 18 20 21 20 19 22 21 10 12 14 13 14 13 10 11 2 4 3 0 12 14 
25 24 27 26 6 8 7 6 15 14 14 15 22 21 22 23 14 14 14 11 22 19 20 23 10 8 9 12 0 8 
17 16 19 18 8 8 11 10 9 8 8 7 16 15 16 17 8 8 8 5 16 13 14 17 14 12 15 14 8 0 
