80
0 1 3 3.16228 3.16228 1.41421 2 2.23607 1 1.41421 2 2.82843 5.09902 3.60555 5 2.23607 4.12311 3.60555 4.47214 6.40312 4.24264 3.16228 9.89949 8.60233 10.2956 10.8167 8.06226 9.21954 7.81025 9.84886 7.2111 8.48528 9.21954 12.0416 10 12.53 12.7279 11.6619 11.4018 10.8167 12.0416 14.2127 11.3137 12.8062 12.6491 13.0384 11.4018 10.4403 10.7703 11.0454 11.7047 13.3417 12.0416 13.1529 10.198 13.3417 10.198 11.1803 12 12.1655 12.3693 13.0384 12.0416 10 13 11.0454 17.0294 14.8661 14.8661 12.8062 15.5563 14.1421 14.4222 13.4536 15.8114 14.2127 15.2643 5 5.38516 2 
1 0 3.16228 3.60555 3 1 2.23607 3.16228 1.41421 2.23607 3 2.23607 4.12311 2.82843 4.47214 1.41421 3.16228 3.16228 4.12311 5.65685 3.60555 2.23607 9.21954 7.81025 9.43398 10 7.2111 8.48528 7.07107 8.94427 6.40312 7.81025 8.60233 11.3137 9.43398 12.083 12.0416 11.1803 10.8167 10.2956 11.4018 13.6015 10.6301 12.2066 11.7047 12.0416 10.4403 9.48683 9.84886 10.0499 10.7703 12.3693 11.0454 12.1655 9.21954 12.3693 9.21954 10.198 11 11.1803 11.4018 12.0416 11.0454 9 12 10.0499 16.2788 14.1421 14.2127 12.0416 14.8661 13.4536 13.6015 12.7279 15 13.4536 14.4222 4 4.47214 2.23607 
3 3.16228 0 1 1 2.23607 1 2.82843 2 2.23607 3.60555 5.38516 6.40312 5.83095 7.61577 4.47214 5.65685 6.32456 7.28011 8.60233 6.7082 5 8.06226 7.28011 9.21954 9.48683 7.07107 7.61577 6.32456 9.05539 6.08276 6.7082 7.2111 10.2956 7.81025 10 10.8167 9.21954 9.21954 8.48528 10 12.0416 9.43398 10.6301 13.8924 13.6015 12.53 11.6619 12.2066 11.7047 13.0384 14.3178 12.6491 13.9284 11.1803 13 10.0499 11.0454 12.3693 12.0416 12 13.1529 12.1655 10.4403 13.3417 11.1803 15.2643 13.0384 12.8062 11.1803 13.6015 12.2066 13 11.6619 14.3178 12.53 13.9284 5.83095 7.07107 5 
3.16228 3.60555 1 0 2 2.82843 1.41421 2.23607 2.23607 2 3.16228 5.83095 7.2111 6.40312 8.06226 5 6.40312 6.7082 7.61577 9.21954 7.2111 5.65685 8.94427 8.24621 10.198 10.4403 8.06226 8.544 7.28011 10.0499 7.07107 7.61577 8.06226 11.1803 8.60233 10.6301 11.6619 9.89949 10 9.21954 10.8167 12.8062 10.2956 11.4018 14.7648 14.5602 13.4164 12.53 13.0384 12.6491 13.8924 15.2315 13.6015 14.8661 12.083 14 11.0454 12.0416 13.3417 13.0384 13 14.1421 13.1529 11.4018 14.3178 12.1655 16.1245 13.8924 13.6015 12.083 14.4222 13.0384 13.9284 12.53 15.2315 13.4164 14.8661 6.7082 7.81025 5.09902 
3.16228 3 1 2 0 2 1.41421 3.60555 2.23607 2.82843 4.24264 5.09902 5.65685 5.38516 7.28011 4.12311 5 6.08276 7.07107 8.06226 6.32456 4.47214 7.2111 6.32456 8.24621 8.544 6.08276 6.7082 5.38516 8.06226 5.09902 5.83095 6.40312 9.43398 7.07107 9.43398 10 8.60233 8.48528 7.81025 9.21954 11.3137 8.60233 9.89949 13.0384 12.6491 11.6619 10.8167 11.4018 10.7703 12.2066 13.4164 11.7047 13 10.2956 12 9.05539 10.0499 11.4018 11.0454 11 12.1655 11.1803 9.48683 12.3693 10.198 14.4222 12.2066 12.0416 10.2956 12.8062 11.4018 12.083 10.8167 13.4164 11.6619 13 5 6.40312 5.09902 
1.41421 1 2.23607 2.82843 2 0 1.41421 3 1 2 3.16228 3.16228 4.47214 3.60555 5.38516 2.23607 3.60555 4.12311 5.09902 6.40312 4.47214 2.82843 8.48528 7.2111 8.94427 9.43398 6.7082 7.81025 6.40312 8.544 5.83095 7.07107 7.81025 10.6301 8.60233 11.1803 11.3137 10.2956 10 9.43398 10.6301 12.8062 9.89949 11.4018 12.083 12.1655 10.7703 9.84886 10.2956 10.198 11.1803 12.6491 11.1803 12.3693 9.48683 12.1655 9.05539 10.0499 11.0454 11.0454 11.1803 12 11 9.05539 12.0416 10 15.6205 13.4536 13.4536 11.4018 14.1421 12.7279 13.0384 12.0416 14.4222 12.8062 13.8924 4.12311 5 3.16228 
2 2.23607 1 1.41421 1.41421 1.41421 0 2.23607 1 1.41421 2.82843 4.47214 5.83095 5 6.7082 3.60555 5 5.38516 6.32456 7.81025 5.83095 4.24264 8.60233 7.61577 9.48683 9.84886 7.28011 8.06226 6.7082 9.21954 6.32456 7.2111 7.81025 10.8167 8.48528 10.8167 11.4018 10 9.89949 9.21954 10.6301 12.7279 10 11.3137 13.4164 13.3417 12.083 11.1803 11.6619 11.4018 12.53 13.9284 12.3693 13.6015 10.7703 13.0384 10 11 12.1655 12 12.0416 13.0384 12.0416 10.198 13.1529 11.0454 15.8114 13.6015 13.4536 11.6619 14.2127 12.8062 13.4164 12.2066 14.7648 13.0384 14.3178 5.38516 6.40312 4 
2.23607 3.16228 2.82843 2.23607 3.60555 3 2.23607 0 2 1 1 5 7.28011 5.83095 7.07107 4.47214 6.32456 5.65685 6.40312 8.60233 6.40312 5.38516 10.8167 9.84886 11.7047 12.083 9.48683 10.2956 8.94427 11.4018 8.544 9.43398 10 13.0384 10.6301 12.8062 13.6015 12.0416 12.0416 11.3137 12.8062 14.8661 12.2066 13.4536 14.8661 15.1327 13.6015 12.6491 13 13.1529 13.9284 15.5242 14.1421 15.2971 12.3693 15.1327 12.0416 13.0384 14.0357 14.0357 14.1421 15 14 12.0416 15.0333 13 18.0278 15.8114 15.6205 13.8924 16.4012 15 15.6525 14.4222 17 15.2643 16.5529 7.07107 7.61577 3.60555 
1 1.41421 2 2.23607 2.23607 1 1 2 0 1 2.23607 3.60555 5.38516 4.24264 5.83095 2.82843 4.47214 4.47214 5.38516 7.07107 5 3.60555 9.21954 8.06226 9.84886 10.2956 7.61577 8.60233 7.2111 9.48683 6.7082 7.81025 8.48528 11.4018 9.21954 11.6619 12.0416 10.8167 10.6301 10 11.3137 13.4536 10.6301 12.0416 13 13.1529 11.7047 10.7703 11.1803 11.1803 12.083 13.6015 12.1655 13.3417 10.4403 13.1529 10.0499 11.0454 12.0416 12.0416 12.1655 13 12 10.0499 13.0384 11 16.4012 14.2127 14.1421 12.2066 14.8661 13.4536 13.8924 12.8062 15.2643 13.6015 14.7648 5.09902 5.83095 3 
1.41421 2.23607 2.23607 2 2.82843 2 1.41421 1 1 0 1.41421 4.24264 6.32456 5 6.40312 3.60555 5.38516 5 5.83095 7.81025 5.65685 4.47214 10 8.94427 10.7703 11.1803 8.544 9.43398 8.06226 10.4403 7.61577 8.60233 9.21954 12.2066 9.89949 12.2066 12.8062 11.4018 11.3137 10.6301 12.0416 14.1421 11.4018 12.7279 13.9284 14.1421 12.6491 11.7047 12.083 12.1655 13 14.5602 13.1529 14.3178 11.4018 14.1421 11.0454 12.0416 13.0384 13.0384 13.1529 14 13 11.0454 14.0357 12 17.2047 15 14.8661 13.0384 15.6205 14.2127 14.7648 13.6015 16.1245 14.4222 15.6525 6.08276 6.7082 3.16228 
2 3 3.60555 3.16228 4.24264 3.16228 2.82843 1 2.23607 1.41421 0 4.47214 7.07107 5.38516 6.40312 4.12311 6.08276 5 5.65685 8.06226 5.83095 5.09902 11.4018 10.2956 12.083 12.53 9.84886 10.8167 9.43398 11.7047 8.94427 10 10.6301 13.6015 11.3137 13.6015 14.2127 12.8062 12.7279 12.0416 13.4536 15.5563 12.8062 14.1421 14.5602 15.0333 13.3417 12.3693 12.6491 13.0384 13.6015 15.2971 14.0357 15.1327 12.1655 15.2971 12.1655 13.1529 14 14.1421 14.3178 15.0333 14.0357 12 15 13.0384 18.6011 16.4012 16.2788 14.4222 17.0294 15.6205 16.1245 15 17.4929 15.8114 17 7 7.28011 2.82843 
2.82843 2.23607 5.38516 5.83095 5.09902 3.16228 4.47214 5 3.60555 4.24264 4.47214 0 3.16228 1 2.23607 1 2.23607 1 2 3.60555 1.41421 1.41421 10.2956 8.60233 9.89949 10.6301 7.81025 9.43398 8.06226 9.21954 7.2111 8.94427 9.84886 12.2066 10.7703 13.6015 13.0384 12.6491 12.083 11.7047 12.53 14.7648 11.6619 13.4164 10.198 11.0454 9.05539 8.06226 8.24621 9.05539 9.21954 11.0454 10.0499 11 8 12.083 8.94427 9.84886 10.198 10.7703 11.1803 11.4018 10.4403 8.24621 11.1803 9.48683 17.0294 15 15.2643 12.8062 15.8114 14.4222 14.1421 13.6015 15.5563 14.2127 14.8661 3.60555 3 2 
5.09902 4.12311 6.40312 7.2111 5.65685 4.47214 5.83095 7.28011 5.38516 6.32456 7.07107 3.16228 0 2.23607 3.60555 3 1 3.60555 4.24264 3 2.82843 2 8.24621 6.32456 7.2111 8.06226 5.38516 7.28011 6.08276 6.40312 5.09902 7.07107 8.06226 9.84886 9.05539 12.0416 10.7703 11.0454 10.198 10.0499 10.4403 12.6491 9.48683 11.4018 7.61577 8 6.32456 5.38516 5.83095 6 6.7082 8.24621 7 8.06226 5.09902 8.94427 5.83095 6.7082 7.07107 7.61577 8.06226 8.24621 7.28011 5.09902 8.06226 6.32456 14.4222 12.53 13 10.2956 13.4164 12.083 11.4018 11.1803 12.8062 11.6619 12.0416 1 1 5.09902 
3.60555 2.82843 5.83095 6.40312 5.38516 3.60555 5 5.83095 4.24264 5 5.38516 1 2.23607 0 2 1.41421 1.41421 1.41421 2.23607 2.82843 1 1 9.84886 8.06226 9.21954 10 7.2111 8.94427 7.61577 8.48528 6.7082 8.544 9.48683 11.6619 10.4403 13.3417 12.53 12.3693 11.7047 11.4018 12.083 14.3178 11.1803 13 9.21954 10.0499 8.06226 7.07107 7.28011 8.06226 8.24621 10.0499 9.05539 10 7 11.1803 8.06226 8.94427 9.21954 9.84886 10.2956 10.4403 9.48683 7.28011 10.198 8.544 16.4012 14.4222 14.7648 12.2066 15.2643 13.8924 13.4536 13.0384 14.8661 13.6015 14.1421 2.82843 2 3 
5 4.47214 7.61577 8.06226 7.28011 5.38516 6.7082 7.07107 5.83095 6.40312 6.40312 2.23607 3.60555 2 0 3.16228 3.16228 1.41421 1 2 1 3 11.7047 9.84886 10.8167 11.6619 8.94427 10.7703 9.48683 10 8.544 10.4403 11.4018 13.4164 12.3693 15.2971 14.3178 14.3178 13.6015 13.3417 13.9284 16.1555 13 14.8661 9 10.4403 8.06226 7.07107 7 8.544 8 10.0499 9.48683 10.198 7.28011 12.2066 9.21954 10 9.84886 10.8167 11.4018 11.1803 10.2956 8.06226 10.7703 9.43398 18.0278 16.1245 16.5529 13.8924 17 15.6525 15 14.7648 16.4012 15.2643 15.6205 4.47214 2.82843 3.60555 
2.23607 1.41421 4.47214 5 4.12311 2.23607 3.60555 4.47214 2.82843 3.60555 4.12311 1 3 1.41421 3.16228 0 2 2 3 4.24264 2.23607 1 9.43398 7.81025 9.21954 9.89949 7.07107 8.60233 7.2111 8.60233 6.40312 8.06226 8.94427 11.4018 9.84886 12.6491 12.2066 11.7047 11.1803 10.7703 11.6619 13.8924 10.8167 12.53 10.4403 11 9.21954 8.24621 8.544 9 9.48683 11.1803 10 11.0454 8.06226 11.7047 8.544 9.48683 10.0499 10.4403 10.7703 11.1803 10.198 8.06226 11.0454 9.21954 16.2788 14.2127 14.4222 12.0416 15 13.6015 13.4536 12.8062 14.8661 13.4536 14.2127 3.16228 3.16228 2.23607 
4.12311 3.16228 5.65685 6.40312 5 3.60555 5 6.32456 4.47214 5.38516 6.08276 2.23607 1 1.41421 3.16228 2 0 2.82843 3.60555 3.16228 2.23607 1 8.544 6.7082 7.81025 8.60233 5.83095 7.61577 6.32456 7.07107 5.38516 7.28011 8.24621 10.2956 9.21954 12.1655 11.1803 11.1803 10.4403 10.198 10.7703 13 9.84886 11.7047 8.544 9 7.28011 6.32456 6.7082 7 7.61577 9.21954 8 9.05539 6.08276 9.84886 6.7082 7.61577 8.06226 8.544 8.94427 9.21954 8.24621 6.08276 9.05539 7.28011 15 13.0384 13.4164 10.8167 13.8924 12.53 12.0416 11.6619 13.4536 12.2066 12.7279 1.41421 1.41421 4.12311 
3.60555 3.16228 6.32456 6.7082 6.08276 4.12311 5.38516 5.65685 4.47214 5 5 1 3.60555 1.41421 1.41421 2 2.82843 0 1 3.16228 1 2.23607 11.1803 9.43398 10.6301 11.4018 8.60233 10.2956 8.94427 9.89949 8.06226 9.84886 10.7703 13.0384 11.7047 14.5602 13.8924 13.6015 13 12.6491 13.4164 15.6525 12.53 14.3178 10.0499 11.1803 9 8 8.06226 9.21954 9.05539 11 10.198 11.0454 8.06226 12.53 9.43398 10.2956 10.4403 11.1803 11.6619 11.7047 10.7703 8.544 11.4018 9.84886 17.8045 15.8114 16.1245 13.6015 16.6433 15.2643 14.8661 14.4222 16.2788 15 15.5563 4.24264 3.16228 2.23607 
4.47214 4.12311 7.28011 7.61577 7.07107 5.09902 6.32456 6.40312 5.38516 5.83095 5.65685 2 4.24264 2.23607 1 3 3.60555 1 0 3 1.41421 3.16228 12.083 10.2956 11.4018 12.2066 9.43398 11.1803 9.84886 10.6301 8.94427 10.7703 11.7047 13.8924 12.6491 15.5242 14.7648 14.5602 13.9284 13.6015 14.3178 16.5529 13.4164 15.2315 10 11.4018 9.05539 8.06226 8 9.48683 9 11.0454 10.4403 11.1803 8.24621 13.0384 10 10.8167 10.7703 11.6619 12.2066 12.083 11.1803 8.94427 11.7047 10.2956 18.6011 16.6433 17 14.4222 17.4929 16.1245 15.6205 15.2643 17.0294 15.8114 16.2788 5 3.60555 2.82843 
6.40312 5.65685 8.60233 9.21954 8.06226 6.40312 7.81025 8.60233 7.07107 7.81025 8.06226 3.60555 3 2.82843 2 4.24264 3.16228 3.16228 3 0 2.23607 3.60555 11.1803 9.21954 9.84886 10.7703 8.24621 10.198 9.05539 8.94427 8.06226 10.0499 11.0454 12.6491 12.0416 15.0333 13.6015 14.0357 13.1529 13.0384 13.3417 15.5242 12.3693 14.3178 7 8.544 6.08276 5.09902 5 6.7082 6 8.06226 7.61577 8.24621 5.38516 10.6301 7.81025 8.48528 8.06226 9.21954 9.89949 9.43398 8.60233 6.40312 8.94427 7.81025 17 15.2315 15.8114 13 16.1555 14.8661 13.8924 13.9284 15.2643 14.3178 14.4222 4 2 5.38516 
4.24264 3.60555 6.7082 7.2111 6.32456 4.47214 5.83095 6.40312 5 5.65685 5.83095 1.41421 2.82843 1 1 2.23607 2.23607 1 1.41421 2.23607 0 2 10.7703 8.94427 10 10.8167 8.06226 9.84886 8.544 9.21954 7.61577 9.48683 10.4403 12.53 11.4018 14.3178 13.4164 13.3417 12.6491 12.3693 13 15.2315 12.083 13.9284 9.05539 10.198 8 7 7.07107 8.24621 8.06226 10 9.21954 10.0499 7.07107 11.6619 8.60233 9.43398 9.48683 10.2956 10.8167 10.7703 9.84886 7.61577 10.4403 8.94427 17.2047 15.2643 15.6525 13.0384 16.1245 14.7648 14.2127 13.8924 15.6205 14.4222 14.8661 3.60555 2.23607 3.16228 
3.16228 2.23607 5 5.65685 4.47214 2.82843 4.24264 5.38516 3.60555 4.47214 5.09902 1.41421 2 1 3 1 1 2.23607 3.16228 3.60555 2 0 8.94427 7.2111 8.48528 9.21954 6.40312 8.06226 6.7082 7.81025 5.83095 7.61577 8.544 10.8167 9.48683 12.3693 11.6619 11.4018 10.7703 10.4403 11.1803 13.4164 10.2956 12.083 9.48683 10 8.24621 7.28011 7.61577 8 8.544 10.198 9 10.0499 7.07107 10.7703 7.61577 8.544 9.05539 9.48683 9.84886 10.198 9.21954 7.07107 10.0499 8.24621 15.6205 13.6015 13.8924 11.4018 14.4222 13.0384 12.7279 12.2066 14.1421 12.8062 13.4536 2.23607 2.23607 3.16228 
9.89949 9.21954 8.06226 8.94427 7.2111 8.48528 8.60233 10.8167 9.21954 10 11.4018 10.2956 8.24621 9.84886 11.7047 9.43398 8.544 11.1803 12.083 11.1803 10.7703 8.94427 0 2 2.82843 2.23607 3 1 2.23607 3.60555 3.16228 1.41421 1 2.23607 1.41421 4.12311 2.82843 3.16228 2 2.23607 2.23607 4.47214 1.41421 3.16228 12.083 10 10.7703 10.4403 11.4018 8.94427 11.7047 11.6619 9.43398 10.8167 9.48683 7.2111 5.83095 6.40312 8.60233 7.07107 6.40312 8.48528 7.81025 7.61577 9.21954 7.2111 7.2111 5 5 3.16228 5.65685 4.24264 5.09902 3.60555 6.32456 4.47214 6.08276 7.28011 9.21954 11.4018 
8.60233 7.81025 7.28011 8.24621 6.32456 7.2111 7.61577 9.84886 8.06226 8.94427 10.2956 8.60233 6.32456 8.06226 9.84886 7.81025 6.7082 9.43398 10.2956 9.21954 8.94427 7.2111 2 0 2 2.23607 1 1 1 2.23607 1.41421 1.41421 2.23607 3.60555 3.16228 6.08276 4.47214 5.09902 4 4.12311 4.12311 6.32456 3.16228 5.09902 10.2956 8.48528 8.94427 8.544 9.48683 7.2111 9.84886 10 7.81025 9.21954 7.61577 6.32456 4.24264 5 7.07107 5.83095 5.38516 7.2111 6.40312 5.83095 7.81025 5.65685 8.48528 6.40312 6.7082 4.24264 7.2111 5.83095 5.83095 5 7.2111 5.65685 6.7082 5.38516 7.28011 9.89949 
10.2956 9.43398 9.21954 10.198 8.24621 8.94427 9.48683 11.7047 9.84886 10.7703 12.083 9.89949 7.2111 9.21954 10.8167 9.21954 7.81025 10.6301 11.4018 9.84886 10 8.48528 2.82843 2 0 1 2.23607 2.23607 3 1 3.16228 3.16228 3.60555 3 4.24264 6.7082 4 5.83095 4.47214 5 4.12311 6 3.16228 5.09902 9.48683 7.2111 8.24621 8.06226 9.05539 6.32456 9.21954 8.94427 6.7082 8.06226 7.07107 4.47214 3.16228 3.60555 5.83095 4.24264 3.60555 5.65685 5 5.09902 6.40312 4.47214 7.2111 5.38516 6.08276 3.16228 6.32456 5.09902 4.24264 4.12311 5.65685 4.47214 5 6.40312 8.06226 11.4018 
10.8167 10 9.48683 10.4403 8.544 9.43398 9.84886 12.083 10.2956 11.1803 12.53 10.6301 8.06226 10 11.6619 9.89949 8.60233 11.4018 12.2066 10.7703 10.8167 9.21954 2.23607 2.23607 1 0 2.82843 2 3.16228 2 3.60555 3 3.16228 2 3.60555 5.83095 3 5 3.60555 4.24264 3.16228 5 2.23607 4.12311 10.4403 8.06226 9.21954 9.05539 10.0499 7.28011 10.198 9.84886 7.61577 8.94427 8.06226 5 4.12311 4.47214 6.7082 5 4.24264 6.40312 5.83095 6.08276 7.2111 5.38516 6.40312 4.47214 5.09902 2.23607 5.38516 4.12311 3.60555 3.16228 5 3.60555 4.47214 7.2111 8.94427 12.0416 
8.06226 7.2111 7.07107 8.06226 6.08276 6.7082 7.28011 9.48683 7.61577 8.544 9.84886 7.81025 5.38516 7.2111 8.94427 7.07107 5.83095 8.60233 9.43398 8.24621 8.06226 6.40312 3 1 2.23607 2.82843 0 2 1.41421 2 1 2.23607 3.16228 4.47214 4.12311 7.07107 5.38516 6.08276 5 5.09902 5.09902 7.28011 4.12311 6.08276 9.43398 7.81025 8.06226 7.61577 8.544 6.40312 8.94427 9.21954 7.07107 8.48528 6.7082 6.08276 3.60555 4.47214 6.40312 5.38516 5.09902 6.7082 5.83095 5 7.2111 5 9.21954 7.2111 7.61577 5 8.06226 6.7082 6.40312 5.83095 7.81025 6.40312 7.2111 4.47214 6.32456 9.21954 
