80
0 3 15 27 2 23 8 7 16 17 23 16 26 18 22 17 5 21 17 13 19 25 19 23 7 5 17 12 22 15 25 2 18 22 20 11 14 18 18 16 21 16 20 20 20 24 6 17 17 5 14 12 12 34 23 20 12 28 4 11 24 8 9 6 31 11 4 11 14 6 14 17 32 13 12 18 20 22 9 11 
3 0 12 24 5 20 5 4 15 14 20 19 23 15 19 14 4 18 14 10 16 22 16 20 4 6 14 9 19 16 22 3 15 19 17 8 11 15 15 13 18 13 17 17 17 21 3 14 14 2 11 9 15 31 20 17 9 25 1 14 21 11 6 5 28 8 5 8 11 3 11 14 29 12 9 15 17 19 6 12 
15 12 0 12 13 8 9 8 19 10 14 23 13 19 17 16 10 8 14 12 8 12 12 10 16 18 6 5 7 20 10 13 11 15 13 10 13 7 11 15 18 5 7 5 11 13 9 8 10 10 3 13 19 19 8 13 5 13 13 18 9 15 14 9 16 4 11 12 7 15 9 10 17 16 7 9 9 11 10 16 
27 24 12 0 25 4 19 20 15 10 10 19 9 15 13 12 22 12 10 14 12 8 16 14 28 30 10 15 5 16 6 25 15 19 17 22 13 11 15 11 14 11 7 9 7 9 21 10 16 22 13 15 15 7 8 17 17 5 25 16 3 19 26 21 4 16 23 16 13 27 13 14 5 14 19 13 13 7 22 16 
2 5 13 25 0 21 6 7 14 15 21 14 24 16 20 15 3 19 15 11 17 23 21 21 9 7 15 14 20 13 23 2 20 24 22 13 12 16 20 14 19 14 18 18 18 22 4 15 19 5 12 10 10 32 21 22 14 26 6 9 22 6 11 4 29 9 2 9 16 8 12 19 30 11 14 18 18 20 11 9 
23 20 8 4 21 0 15 16 19 10 14 23 13 19 17 16 18 8 14 12 8 12 12 10 24 26 6 11 3 20 2 21 11 15 13 18 13 7 11 15 18 7 7 5 11 13 17 8 12 18 9 13 19 11 4 13 13 5 21 18 3 15 22 17 8 12 19 12 9 23 9 10 9 16 15 9 9 11 18 16 
8 5 9 19 6 15 0 7 10 9 15 14 18 10 14 9 3 17 9 5 17 17 21 19 9 11 9 14 14 11 17 6 20 24 22 13 6 16 20 8 13 14 12 14 12 16 4 9 19 5 6 4 10 26 15 22 14 20 6 9 16 6 11 2 23 7 4 3 16 8 6 19 24 7 14 18 18 14 11 7 
7 4 8 20 7 16 7 0 17 10 16 21 19 17 15 14 6 14 12 10 12 18 14 16 8 10 10 7 15 18 18 5 13 17 15 6 11 11 13 13 16 9 13 13 13 17 3 10 12 2 7 11 17 27 16 15 7 21 5 16 17 13 6 7 24 4 7 10 9 7 7 12 25 14 7 11 13 15 4 14 
16 15 19 15 14 19 10 17 0 9 7 4 10 2 6 3 11 27 5 7 27 9 31 29 19 19 13 24 16 1 21 14 30 34 32 23 6 26 30 4 5 24 12 24 8 8 14 11 29 15 16 6 4 18 23 32 24 20 16 5 16 8 21 10 15 17 12 7 26 18 10 29 16 3 24 28 28 8 21 5 
17 14 10 10 15 10 9 10 9 0 6 13 9 9 7 6 12 18 4 4 18 8 22 20 18 20 4 15 7 10 12 15 21 25 23 14 3 17 21 5 8 15 3 15 3 7 11 2 20 12 7 5 9 17 14 23 15 11 15 8 7 9 16 11 14 8 13 6 17 17 3 20 15 6 15 19 19 5 12 6 
