60
0 18 1 5 16 13 7 9 13 17 15 24 13 10 14 9 11 17 14 9 10 10 11 18 19 17 17 12 11 10 8 7 9 17 24 13 8 12 11 3 11 24 16 9 16 13 20 16 24 15 17 14 15 19 11 7 17 14 14 9 
18 0 17 23 16 13 23 15 7 11 5 6 19 8 14 27 11 9 18 13 14 28 19 18 19 17 17 6 29 8 10 17 19 17 24 13 22 12 11 15 9 24 8 9 16 5 8 4 8 11 17 22 5 1 13 15 7 6 16 9 
1 17 0 6 15 12 6 10 12 16 14 23 12 9 13 10 12 16 13 10 9 11 10 17 18 16 16 11 12 9 7 8 8 16 23 14 7 11 10 2 10 23 15 8 15 12 19 15 23 14 16 13 14 18 10 6 16 13 13 8 
5 23 6 0 13 10 4 12 18 22 20 29 10 15 17 4 16 22 11 12 9 5 8 21 18 22 18 17 6 15 13 10 6 14 21 16 5 13 14 8 16 21 21 14 21 18 25 21 29 20 16 11 20 24 10 8 22 19 11 14 
16 16 15 13 0 3 13 25 23 9 11 16 9 22 4 17 27 9 8 25 6 18 9 8 5 9 5 16 19 20 18 23 9 3 8 29 12 4 5 17 25 8 8 23 8 21 12 20 16 7 3 12 21 17 5 9 9 10 6 11 
13 13 12 10 3 0 10 22 20 12 10 19 6 19 7 14 24 12 5 22 3 15 6 11 8 12 8 13 16 17 15 20 6 4 11 26 9 3 4 14 22 11 11 20 11 18 15 17 19 10 6 9 18 14 2 6 12 9 3 8 
7 23 6 4 13 10 0 16 18 22 20 29 6 15 17 4 18 22 7 16 9 5 4 21 18 22 18 17 6 15 13 14 4 10 17 20 1 13 14 8 16 17 21 14 21 18 25 21 29 20 16 7 20 24 10 8 22 19 7 14 
9 15 10 12 25 22 16 0 10 20 14 21 22 7 23 12 8 18 23 2 19 15 20 27 28 26 26 9 16 7 7 2 18 26 33 4 17 21 20 8 8 33 17 6 25 10 17 13 21 20 26 23 12 16 20 16 16 15 23 14 
13 7 12 18 23 20 18 10 0 18 12 11 20 3 21 22 4 16 21 8 17 23 18 25 26 24 24 7 24 3 5 12 16 24 31 6 17 19 18 10 2 31 15 4 23 2 15 3 15 18 24 21 2 6 18 14 14 13 21 12 
17 11 16 22 9 12 22 20 18 0 6 9 18 17 5 26 22 2 17 20 13 27 18 7 8 6 6 11 28 15 13 18 18 12 13 24 21 9 8 14 20 13 3 18 5 16 3 15 7 2 6 21 16 12 12 14 4 5 15 8 
15 5 14 20 11 10 20 14 12 6 0 9 16 11 9 24 16 4 15 14 11 25 16 13 14 12 12 5 26 9 7 14 16 12 19 18 19 7 6 12 14 19 3 12 11 10 5 9 9 6 12 19 10 6 10 12 2 1 13 6 
24 6 23 29 16 19 29 21 11 9 9 0 25 14 12 33 13 7 24 19 20 34 25 16 17 15 15 12 35 14 16 23 25 19 22 17 28 16 15 21 13 22 8 15 14 11 6 8 6 9 15 28 9 5 19 21 7 10 22 15 
13 19 12 10 9 6 6 22 20 18 16 25 0 19 13 10 24 18 1 22 5 9 2 17 14 18 14 13 10 17 15 20 4 6 11 26 5 9 10 14 22 11 17 20 17 18 21 17 25 16 12 3 18 20 6 6 18 15 3 10 
10 8 9 15 22 19 15 7 3 17 11 14 19 0 20 19 5 15 20 5 16 20 17 24 25 23 23 6 21 2 4 9 15 23 30 7 14 18 17 7 3 30 14 1 22 3 14 6 14 17 23 20 5 9 17 13 13 12 20 11 
14 14 13 17 4 7 17 23 21 5 9 12 13 20 0 21 25 5 12 23 8 22 13 4 5 5 3 14 23 18 16 21 13 7 10 27 16 4 3 15 23 10 6 21 4 19 8 18 12 3 3 16 19 15 7 9 7 8 10 9 
9 27 10 4 17 14 4 12 22 26 24 33 10 19 21 0 20 26 11 14 13 3 8 25 22 26 22 21 4 19 17 10 8 14 21 16 5 17 18 12 20 21 25 18 25 22 29 25 33 24 20 11 24 28 14 12 26 23 11 18 
11 11 12 16 27 24 18 8 4 22 16 13 24 5 25 20 0 20 25 6 21 21 22 29 30 28 28 11 22 7 9 10 20 28 35 4 19 23 22 10 2 35 19 4 27 6 19 7 19 22 28 25 6 10 22 18 18 17 25 16 
17 9 16 22 9 12 22 18 16 2 4 7 18 15 5 26 20 0 17 18 13 27 18 9 10 8 8 9 28 13 11 16 18 12 15 22 21 9 8 14 18 15 1 16 7 14 3 13 7 2 8 21 14 10 12 14 2 3 15 8 
14 18 13 11 8 5 7 23 21 17 15 24 1 20 12 11 25 17 0 23 4 10 3 16 13 17 13 14 11 18 16 21 5 5 10 27 6 8 9 15 23 10 16 21 16 19 20 18 24 15 11 4 19 19 5 7 17 14 2 9 
9 13 10 12 25 22 16 2 8 20 14 19 22 5 23 14 6 18 23 0 19 15 20 27 28 26 26 9 16 5 7 4 18 26 33 4 17 21 20 8 6 33 17 4 25 8 17 11 19 20 26 23 10 14 20 16 16 15 23 14 
10 14 9 9 6 3 9 19 17 13 11 20 5 16 8 13 21 13 4 19 0 14 5 12 9 13 9 10 15 14 12 17 5 7 14 23 8 4 5 11 19 14 12 17 12 15 16 14 20 11 7 8 15 15 1 3 13 10 4 5 
10 28 11 5 18 15 5 15 23 27 25 34 9 20 22 3 21 27 10 15 14 0 9 26 23 27 23 22 1 20 18 13 9 15 20 19 6 18 19 13 21 18 26 19 26 23 30 26 34 25 21 8 25 29 15 13 27 24 12 19 
11 19 10 8 9 6 4 20 18 18 16 25 2 17 13 8 22 18 3 20 5 9 0 17 14 18 14 13 10 15 13 18 2 6 13 24 3 9 10 12 20 13 17 18 17 16 21 17 25 16 12 3 16 20 6 4 18 15 3 10 
18 18 17 21 8 11 21 27 25 7 13 16 17 24 4 25 29 9 16 27 12 26 17 0 3 1 3 18 27 22 20 25 17 11 6 31 20 8 7 19 27 10 10 25 2 23 10 22 10 7 5 20 23 19 11 13 11 12 14 13 
19 19 18 18 5 8 18 28 26 8 14 17 14 25 5 22 30 10 13 28 9 23 14 3 0 4 2 19 24 23 21 26 14 8 5 32 17 7 8 20 28 7 11 26 3 24 11 23 11 8 2 17 24 20 8 12 12 13 11 14 
17 17 16 22 9 12 22 26 24 6 12 15 18 23 5 26 28 8 17 26 13 27 18 1 4 0 4 17 28 21 19 24 18 12 7 30 21 9 8 18 26 11 9 24 1 22 9 21 9 6 6 21 22 18 12 14 10 11 15 12 
17 17 16 18 5 8 18 26 24 6 12 15 14 23 3 22 28 8 13 26 9 23 14 3 2 4 0 17 24 21 19 24 14 8 7 30 17 5 6 18 26 7 9 24 3 22 9 21 11 6 2 17 22 18 8 10 10 11 11 12 
12 6 11 17 16 13 17 9 7 11 5 12 13 6 14 21 11 9 14 9 10 22 13 18 19 17 17 0 23 4 4 11 13 17 24 13 16 12 11 9 9 24 8 7 16 5 8 4 12 11 17 16 5 7 11 9 7 6 14 5 
11 29 12 6 19 16 6 16 24 28 26 35 10 21 23 4 22 28 11 16 15 1 10 27 24 28 24 23 0 21 19 14 10 16 21 20 7 19 20 14 22 17 27 20 27 24 31 27 35 26 22 7 26 30 16 14 28 25 13 20 
10 8 9 15 20 17 15 7 3 15 9 14 17 2 18 19 7 13 18 5 14 20 15 22 23 21 21 4 21 0 2 9 13 21 28 9 14 16 15 7 5 28 12 3 20 3 12 6 14 15 21 18 5 9 15 11 11 10 18 9 
8 10 7 13 18 15 13 7 5 13 7 16 15 4 16 17 9 11 16 7 12 18 13 20 21 19 19 4 19 2 0 7 11 19 26 11 12 14 13 5 7 26 10 5 18 5 12 8 16 13 19 16 7 11 13 9 9 8 16 7 
7 17 8 10 23 20 14 2 12 18 14 23 20 9 21 10 10 16 21 4 17 13 18 25 26 24 24 11 14 9 7 0 16 24 31 6 15 19 18 6 10 31 15 8 23 12 19 15 23 18 24 21 14 18 18 14 16 13 21 12 
9 19 8 6 9 6 4 18 16 18 16 25 4 15 13 8 20 18 5 18 5 9 2 17 14 18 14 13 10 13 11 16 0 8 15 22 3 9 10 10 18 15 17 16 17 14 21 17 25 16 12 5 16 20 6 4 18 15 5 10 
17 17 16 14 3 4 10 26 24 12 12 19 6 23 7 14 28 12 5 26 7 15 6 11 8 12 8 17 16 21 19 24 8 0 7 30 9 5 6 18 26 7 11 24 11 22 15 21 19 10 6 9 22 18 6 10 12 11 3 12 
24 24 23 21 8 11 17 33 31 13 19 22 11 30 10 21 35 15 10 33 14 20 13 6 5 7 7 24 21 28 26 31 15 7 0 37 16 12 13 25 33 4 16 31 8 29 16 28 16 13 7 14 29 25 13 17 17 18 10 19 
13 13 14 16 29 26 20 4 6 24 18 17 26 7 27 16 4 22 27 4 23 19 24 31 32 30 30 13 20 9 11 6 22 30 37 0 21 25 24 12 4 37 21 6 29 8 21 9 21 24 30 27 8 12 24 20 20 19 27 18 
8 22 7 5 12 9 1 17 17 21 19 28 5 14 16 5 19 21 6 17 8 6 3 20 17 21 17 16 7 14 12 15 3 9 16 21 0 12 13 9 17 16 20 15 20 17 24 20 28 19 15 6 19 23 9 7 21 18 6 13 
12 12 11 13 4 3 13 21 19 9 7 16 9 18 4 17 23 9 8 21 4 18 9 8 7 9 5 12 19 16 14 19 9 5 12 25 12 0 1 13 21 12 8 19 8 17 12 16 16 7 5 12 17 13 3 5 9 6 6 7 
11 11 10 14 5 4 14 20 18 8 6 15 10 17 3 18 22 8 9 20 5 19 10 7 8 8 6 11 20 15 13 18 10 6 13 24 13 1 0 12 20 13 7 18 7 16 11 15 15 6 6 13 16 12 4 6 8 5 7 6 
3 15 2 8 17 14 8 8 10 14 12 21 14 7 15 12 10 14 15 8 11 13 12 19 20 18 18 9 14 7 5 6 10 18 25 12 9 13 12 0 8 25 13 6 17 10 17 13 21 12 18 15 12 16 12 8 14 11 15 6 
11 9 10 16 25 22 16 8 2 20 14 13 22 3 23 20 2 18 23 6 19 21 20 27 28 26 26 9 22 5 7 10 18 26 33 4 17 21 20 8 0 33 17 2 25 4 17 5 17 20 26 23 4 8 20 16 16 15 23 14 
24 24 23 21 8 11 17 33 31 13 19 22 11 30 10 21 35 15 10 33 14 18 13 10 7 11 7 24 17 28 26 31 15 7 4 37 16 12 13 25 33 0 16 31 10 29 16 28 18 13 7 10 29 25 13 17 17 18 10 19 
16 8 15 21 8 11 21 17 15 3 3 8 17 14 6 25 19 1 16 17 12 26 17 10 11 9 9 8 27 12 10 15 17 11 16 21 20 8 7 13 17 16 0 15 8 13 4 12 8 3 9 20 13 9 11 13 1 2 14 7 
9 9 8 14 23 20 14 6 4 18 12 15 20 1 21 18 4 16 21 4 17 19 18 25 26 24 24 7 20 3 5 8 16 24 31 6 15 19 18 6 2 31 15 0 23 4 15 7 15 18 24 21 6 10 18 14 14 13 21 12 
16 16 15 21 8 11 21 25 23 5 11 14 17 22 4 25 27 7 16 25 12 26 17 2 3 1 3 16 27 20 18 23 17 11 8 29 20 8 7 17 25 10 8 23 0 21 8 20 8 5 5 20 21 17 11 13 9 10 14 11 
13 5 12 18 21 18 18 10 2 16 10 11 18 3 19 22 6 14 19 8 15 23 16 23 24 22 22 5 24 3 5 12 14 22 29 8 17 17 16 10 4 29 13 4 21 0 13 3 13 16 22 19 2 6 16 12 12 11 19 10 
20 8 19 25 12 15 25 17 15 3 5 6 21 14 8 29 19 3 20 17 16 30 21 10 11 9 9 8 31 12 12 19 21 15 16 21 24 12 11 17 17 16 4 15 8 13 0 12 4 5 9 24 13 9 15 17 3 6 18 11 
16 4 15 21 20 17 21 13 3 15 9 8 17 6 18 25 7 13 18 11 14 26 17 22 23 21 21 4 27 6 8 15 17 21 28 9 20 16 15 13 5 28 12 7 20 3 12 0 12 15 21 20 1 3 15 13 11 10 18 9 
24 8 23 29 16 19 29 21 15 7 9 6 25 14 12 33 19 7 24 19 20 34 25 10 11 9 11 12 35 14 16 23 25 19 16 21 28 16 15 21 17 18 8 15 8 13 4 12 0 9 13 28 13 9 19 21 7 10 22 15 
15 11 14 20 7 10 20 20 18 2 6 9 16 17 3 24 22 2 15 20 11 25 16 7 8 6 6 11 26 15 13 18 16 10 13 24 19 7 6 12 20 13 3 18 5 16 5 15 9 0 6 19 16 12 10 12 4 5 13 6 
17 17 16 16 3 6 16 26 24 6 12 15 12 23 3 20 28 8 11 26 7 21 12 5 2 6 2 17 22 21 19 24 12 6 7 30 15 5 6 18 26 7 9 24 5 22 9 21 13 6 0 15 22 18 6 10 10 11 9 12 
