40
0 12 21 21 13 22 15 18 12 9 26 6 2 15 15 21 19 16 18 31 8 19 12 24 5 12 15 2 7 10 24 8 31 23 20 19 7 9 29 16 
12 0 17 17 15 18 17 12 8 3 14 10 10 19 11 17 7 12 14 27 12 15 12 20 9 24 23 12 5 20 20 10 27 19 16 15 5 15 25 14 
21 17 0 8 10 5 12 11 9 14 19 27 19 14 6 2 12 5 3 10 13 4 9 3 26 19 18 23 22 15 5 13 10 4 9 4 14 12 8 9 
21 17 8 0 18 13 20 5 9 14 11 27 19 22 8 6 10 5 5 10 15 4 15 7 26 27 26 23 22 23 13 13 10 4 17 12 14 18 10 17 
13 15 10 18 0 9 2 21 9 12 29 19 11 4 10 12 22 13 13 18 5 14 3 11 18 9 8 15 14 5 11 5 18 14 7 6 10 4 16 3 
22 18 5 13 9 0 7 16 10 15 24 28 20 9 7 7 17 8 8 9 14 9 10 6 27 14 13 24 23 12 2 14 9 9 4 3 15 13 7 6 
15 17 12 20 2 7 0 23 11 14 31 21 13 2 12 14 24 15 15 16 7 16 5 13 20 7 6 17 16 5 9 7 16 16 5 8 12 6 14 3 
18 12 11 5 21 16 23 0 12 9 8 22 16 25 11 9 5 8 8 15 18 7 18 10 21 30 29 18 17 26 16 16 15 7 20 15 11 21 13 20 
12 8 9 9 9 10 11 12 0 5 20 18 10 13 3 9 13 4 6 19 6 7 6 12 17 18 17 14 13 14 12 4 19 11 8 7 5 9 17 8 
9 3 14 14 12 15 14 9 5 0 17 13 7 16 8 14 10 9 11 24 9 12 9 17 12 21 20 9 8 17 17 7 24 16 13 12 2 12 22 11 
26 14 19 11 29 24 31 8 20 17 0 22 24 33 19 17 7 16 16 19 26 15 26 18 23 38 37 26 19 34 24 24 21 15 28 23 19 29 21 28 
6 10 27 27 19 28 21 22 18 13 22 0 8 21 21 27 17 22 24 37 14 25 18 30 1 16 21 4 5 16 30 14 37 29 26 25 13 15 35 22 
2 10 19 19 11 20 13 16 10 7 24 8 0 13 13 19 17 14 16 29 6 17 10 22 7 14 13 4 5 10 22 6 29 21 18 17 5 7 27 14 
15 19 14 22 4 9 2 25 13 16 33 21 13 0 14 16 26 17 17 16 7 18 7 15 20 5 4 17 16 5 9 9 16 18 5 10 14 6 14 5 
15 11 6 8 10 7 12 11 3 8 19 21 13 14 0 6 12 3 3 16 7 4 7 9 20 19 18 17 16 15 9 7 16 8 9 4 8 10 14 9 
21 17 2 6 12 7 14 9 9 14 17 27 19 16 6 0 10 5 3 10 13 2 9 3 26 21 20 23 22 17 7 13 10 2 11 6 14 12 8 11 
19 7 12 10 22 17 24 5 13 10 7 17 17 26 12 10 0 9 9 20 19 8 19 13 16 31 30 19 12 27 17 17 20 12 21 16 12 22 18 21 
16 12 5 5 13 8 15 8 4 9 16 22 14 17 3 5 9 0 2 15 10 3 10 8 21 22 21 18 17 18 8 8 15 7 12 7 9 13 13 12 
18 14 3 5 13 8 15 8 6 11 16 24 16 17 3 3 9 2 0 13 10 1 10 6 23 22 21 20 19 18 8 10 13 5 12 7 11 13 11 12 
31 27 10 10 18 9 16 15 19 24 19 37 29 16 16 10 20 15 13 0 23 12 19 7 36 21 18 33 32 21 7 23 2 8 11 12 24 22 2 15 
8 12 13 15 5 14 7 18 6 9 26 14 6 7 7 13 19 10 10 23 0 11 4 16 13 12 11 10 9 8 16 2 23 15 12 11 7 3 21 8 
19 15 4 4 14 9 16 7 7 12 15 25 17 18 4 2 8 3 1 12 11 0 11 5 24 23 22 21 20 19 9 11 12 4 13 8 12 14 10 13 
12 12 9 15 3 10 5 18 6 9 26 18 10 7 7 9 19 10 10 19 4 11 0 12 17 12 11 14 13 8 12 4 19 11 8 7 7 3 17 4 
24 20 3 7 11 6 13 10 12 17 18 30 22 15 9 3 13 8 6 7 16 5 12 0 29 20 19 26 25 16 6 16 7 3 10 5 17 15 5 10 
5 9 26 26 18 27 20 21 17 12 23 1 7 20 20 26 16 21 23 36 13 24 17 29 0 15 20 3 4 15 29 13 36 28 25 24 12 14 34 21 
12 24 19 27 9 14 7 30 18 21 38 16 14 5 19 21 31 22 22 21 12 23 12 20 15 0 5 12 19 4 14 14 21 23 10 15 19 9 19 10 
15 23 18 26 8 13 6 29 17 20 37 21 13 4 18 20 30 21 21 18 11 22 11 19 20 5 0 17 18 5 13 13 16 22 9 14 18 8 16 9 
2 12 23 23 15 24 17 18 14 9 26 4 4 17 17 23 19 18 20 33 10 21 14 26 3 12 17 0 7 12 26 10 33 25 22 21 9 11 31 18 
7 5 22 22 14 23 16 17 13 8 19 5 5 16 16 22 12 17 19 32 9 20 13 25 4 19 18 7 0 15 25 9 32 24 21 20 8 10 30 17 
10 20 15 23 5 12 5 26 14 17 34 16 10 5 15 17 27 18 18 21 8 19 8 16 15 4 5 12 15 0 14 10 21 19 10 11 15 5 19 6 
24 20 5 13 11 2 9 16 12 17 24 30 22 9 9 7 17 8 8 7 16 9 12 6 29 14 13 26 25 14 0 16 7 9 4 5 17 15 5 8 
8 10 13 13 5 14 7 16 4 7 24 14 6 9 7 13 17 8 10 23 2 11 4 16 13 14 13 10 9 10 16 0 23 15 12 11 5 5 21 8 
31 27 10 10 18 9 16 15 19 24 21 37 29 16 16 10 20 15 13 2 23 12 19 7 36 21 16 33 32 21 7 23 0 8 11 12 24 22 2 15 
23 19 4 4 14 9 16 7 11 16 15 29 21 18 8 2 12 7 5 8 15 4 11 3 28 23 22 25 24 19 9 15 8 0 13 8 16 14 6 13 
20 16 9 17 7 4 5 20 8 13 28 26 18 5 9 11 21 12 12 11 12 13 8 10 25 10 9 22 21 10 4 12 11 13 0 5 13 11 9 4 
19 15 4 12 6 3 8 15 7 12 23 25 17 10 4 6 16 7 7 12 11 8 7 5 24 15 14 21 20 11 5 11 12 8 5 0 12 10 10 5 
7 5 14 14 10 15 12 11 5 2 19 13 5 14 8 14 12 9 11 24 7 12 7 17 12 19 18 9 8 15 17 5 24 16 13 12 0 10 22 9 
9 15 12 18 4 13 6 21 9 12 29 15 7 6 10 12 22 13 13 22 3 14 3 15 14 9 8 11 10 5 15 5 22 14 11 10 10 0 20 7 
29 25 8 10 16 7 14 13 17 22 21 35 27 14 14 8 18 13 11 2 21 10 17 5 34 19 16 31 30 19 5 21 2 6 9 10 22 20 0 13 
16 14 9 17 3 6 3 20 8 11 28 22 14 5 9 11 21 12 12 15 8 13 4 10 21 10 9 18 17 6 8 8 15 13 4 5 9 7 13 0 
