40
0 8.94427 15.6525 18.2483 9.43398 15.6205 11.1803 17.0294 9.48683 8.06226 20.2485 5.09902 2 11.7047 11.7047 16.1555 15.5242 13.3417 14.5602 22.4722 5.65685 15.5242 8.48528 17.8885 4.12311 11.0454 13.1529 1.41421 5 9.05539 17.0294 5.83095 22.2036 18.0278 14.2127 13.6015 7 6.7082 20.8087 11.4018 
8.94427 0 12.53 12.2066 12.3693 14.5602 14.3178 9.48683 7.07107 3 11.4018 9.05539 7.2111 15.5242 8.544 12.2066 7 8.60233 10 19.4165 8.94427 10.6301 10.198 14.4222 9 17.4929 18.0278 9.48683 5 14.7648 15.8114 7.61577 19.7231 13.4536 15.0333 12.3693 4.12311 11.1803 18.3576 13.0384 
15.6525 12.53 0 5.65685 9.05539 3.60555 9.48683 8.544 6.40312 10 14.8661 19.2094 13.8924 10.7703 4.24264 1.41421 11.0454 4.12311 3 7.07107 10.4403 3.16228 8.06226 2.23607 18.6011 15.5242 13.4164 17 15.5563 13.1529 4.12311 9.84886 7.2111 3.16228 6.40312 3.16228 9.89949 11.0454 5.83095 7.28011 
18.2483 12.2066 5.65685 0 13.9284 9.21954 14.7648 4.12311 9 10.7703 10.0499 20.6155 16.2788 16.1245 7.07107 4.24264 7.61577 5 4.12311 9.05539 14.0357 3.16228 12.3693 5.38516 20.2485 20.6155 18.868 19.4165 16.5529 18.0278 9.43398 13 10 3.16228 12.0416 8.60233 11.4018 15.2971 9.05539 12.53 
9.43398 12.3693 9.05539 13.9284 0 7.28011 2 15 6.40312 9.48683 20.5183 14.3178 8.544 3.16228 7.2111 10.198 15.6205 9.43398 9.84886 14.5602 4.12311 10.7703 2.23607 11 13.4164 6.7082 5.83095 10.8167 12.1655 4.12311 8.544 5 13.9284 12.1655 5 6 8.24621 2.82843 12.6491 2.23607 
15.6205 14.5602 3.60555 9.21954 7.28011 0 7 12.083 7.61577 11.7047 18.3848 19.8494 14.1421 8.06226 6.08276 5 14.3178 7.07107 6.32456 7.28011 10 6.7082 7.2111 4.47214 19.105 13.0384 10.4403 17.0294 16.6433 11.0454 1.41421 9.89949 6.7082 6.40312 3.16228 2.23607 11.1803 9.84886 5.38516 5.09902 
11.1803 14.3178 9.48683 14.7648 2 7 0 16.2788 8.06226 11.4018 22.0227 16.1555 10.4403 1.41421 8.48528 10.7703 17.2047 10.6301 10.8167 14.1421 6.08276 11.6619 4.12311 11.1803 15.2315 6.08276 4.24264 12.53 14.1421 4.12311 8.06226 7 13.3417 12.6491 4.12311 6.32456 10.198 4.47214 12.1655 2.23607 
17.0294 9.48683 8.544 4.12311 15 12.083 16.2788 0 8.94427 9 6.32456 18.4391 15.0333 17.6918 7.81025 7.28011 3.60555 5.65685 5.83095 13.1529 13.9284 5.38516 13.0384 9.05539 18.2483 21.6333 20.5183 18 14.3178 18.868 12.6491 12.6491 14.0357 7 14.4222 10.8167 10.0499 15.6525 13 14.1421 
9.48683 7.07107 6.40312 9 6.40312 7.61577 8.06226 8.94427 0 4.12311 14.1421 12.8062 7.61577 9.43398 2.23607 6.7082 9.21954 4 5.09902 13.4536 5.09902 6.08276 4.24264 8.60233 12.2066 12.8062 12.2066 10.7703 9.21954 10 8.94427 4 13.4536 8.544 8 5.38516 3.60555 6.7082 12.0416 6.32456 
8.06226 3 10 10.7703 9.48683 11.7047 11.4018 9 4.12311 0 12.53 9.84886 6.08276 12.6491 5.83095 9.89949 7.61577 6.40312 7.81025 17.0294 6.40312 8.60233 7.28011 12.0416 9.48683 15 15.2315 9 5.83095 12.2066 13 5 17.2047 11.4018 12.0416 9.48683 1.41421 8.60233 15.8114 10.0499 
