20
0 2 9.48683 6.08276 13.1529 12.3693 5.83095 4.47214 14.3178 13.8924 14.3178 16.1555 18.6011 18.0278 12.083 1.41421 19.4165 15.6205 4.24264 11.4018 
2 0 11.4018 8.06226 15.1327 14.3178 7.61577 5.65685 16.1555 15.6525 15.2643 17 19.8494 19.2094 11.4018 3.16228 20.6155 16.9706 5.83095 12.7279 
9.48683 11.4018 0 3.60555 4.12311 3 7.2111 9.89949 9.84886 10.4403 16.2788 18.2483 18.1108 18.0278 19.799 8.24621 19.105 15.0333 6 12.1655 
6.08276 8.06226 3.60555 0 7.07107 6.32456 4.12311 6.40312 9.89949 10 14 16 16.7631 16.4924 16.2788 5 17.72 13.6015 3.60555 10.0499 
13.1529 15.1327 4.12311 7.07107 0 1.41421 9.43398 12.53 8 9.05539 16.5529 18.3848 17.1172 17.2627 22.2036 12.0416 18.1108 14.3178 10.0499 12.53 
12.3693 14.3178 3 6.32456 1.41421 0 9.21954 12.2066 9.05539 10 17.088 18.9737 18.0278 18.1108 22.0227 11.1803 19.0263 15.1327 9 13 
5.83095 7.61577 7.2111 4.12311 9.43398 9.21954 0 3.16228 8.544 8.06226 10.0499 12.0416 13.4164 13 12.8062 5.65685 14.3178 10.2956 6.32456 6.32456 
4.47214 5.65685 9.89949 6.40312 12.53 12.2066 3.16228 0 11.1803 10.4403 9.84886 11.7047 14.2127 13.6015 9.89949 5.09902 15 11.3137 7.07107 7.07107 
14.3178 16.1555 9.84886 9.89949 8 9.05539 8.544 11.1803 0 1.41421 9.89949 11.4018 9.21954 9.48683 18.6815 13.8924 10.198 6.7082 13.4536 6.7082 
13.8924 15.6525 10.4403 10 9.05539 10 8.06226 10.4403 1.41421 0 8.48528 10 8.06226 8.24621 17.4642 13.6015 9.05539 5.38516 13.4536 5.38516 
14.3178 15.2643 16.2788 14 16.5529 17.088 10.0499 9.84886 9.89949 8.48528 0 2 5.38516 4.47214 11.1803 14.8661 5.83095 4.12311 16.2788 4.12311 
16.1555 17 18.2483 16 18.3848 18.9737 12.0416 11.7047 11.4018 10 2 0 5 4 11.7047 16.7631 5.09902 5 18.2483 6.08276 
18.6011 19.8494 18.1108 16.7631 17.1172 18.0278 13.4164 14.2127 9.21954 8.06226 5.38516 5 0 1 16.4924 18.868 1 3.16228 19.6977 7.2111 
18.0278 19.2094 18.0278 16.4924 17.2627 18.1108 13 13.6015 9.48683 8.24621 4.47214 4 1 0 15.5242 18.3576 1.41421 3 19.3132 6.7082 
12.083 11.4018 19.799 16.2788 22.2036 22.0227 12.8062 9.89949 18.6815 17.4642 11.1803 11.7047 16.4924 15.5242 0 13.4164 16.7631 15.0333 16.1245 12.1655 
1.41421 3.16228 8.24621 5 12.0416 11.1803 5.65685 5.09902 13.8924 13.6015 14.8661 16.7631 18.868 18.3576 13.4164 0 19.7231 15.8114 2.82843 11.6619 
19.4165 20.6155 19.105 17.72 18.1108 19.0263 14.3178 15 10.198 9.05539 5.83095 5.09902 1 1.41421 16.7631 19.7231 0 4.12311 20.6155 8.06226 
15.6205 16.9706 15.0333 13.6015 14.3178 15.1327 10.2956 11.3137 6.7082 5.38516 4.12311 5 3.16228 3 15.0333 15.8114 4.12311 0 16.5529 4.24264 
4.24264 5.83095 6 3.60555 10.0499 9 6.32456 7.07107 13.4536 13.4536 16.2788 18.2483 19.6977 19.3132 16.1245 2.82843 20.6155 16.5529 0 12.6491 
11.4018 12.7279 12.1655 10.0499 12.53 13 6.32456 7.07107 6.7082 5.38516 4.12311 6.08276 7.2111 6.7082 12.1655 11.6619 8.06226 4.24264 12.6491 0 
