50
0 12.8062 1.41421 8.48528 11.4018 7.28011 9.21954 15 1 13.0384 8.60233 11.6619 8.06226 7.61577 3 4.47214 14.3178 14.2127 13.3417 7.81025 6.7082 2.23607 13.0384 16.1555 7.07107 9.21954 16.1245 8.94427 4.12311 11.1803 7.2111 17.088 6.08276 3.60555 6.32456 10.6301 5.09902 12.083 13 13.4164 8 9 4.12311 12.2066 10 12.2066 4.12311 5 4.24264 3.16228 
12.8062 0 12.7279 4.47214 5.09902 12.0416 3.60555 2.23607 12.2066 9.48683 5.09902 4.47214 5 7.07107 10.6301 12.6491 11.7047 3.16228 8.60233 14.8661 6.40312 13.4536 15.0333 14.8661 9.48683 15.5242 11.6619 4.47214 16.2788 6.08276 12.6491 6.32456 8.06226 12.2066 10.7703 15.1327 17.0294 13.0384 8.544 2.82843 10 10.0499 16.6433 3.60555 4 15 15.6525 10.4403 13.9284 14.7648 
1.41421 12.7279 0 8.60233 10.7703 8.544 9.21954 14.8661 2.23607 12 8.94427 12.083 7.81025 8.24621 2.23607 5.83095 13.1529 14.4222 14.1421 6.40312 6.40312 1 11.6619 14.8661 6 7.81025 15.0333 8.60233 3.60555 10.4403 5.83095 16.5529 5.38516 2.23607 5.09902 9.21954 4.47214 10.7703 12.0416 13.0384 9.05539 10.0499 5 12.53 10.2956 10.8167 5.38516 6.08276 5.65685 4.47214 
8.48528 4.47214 8.60233 0 5.83095 8.06226 1 6.7082 7.81025 9.89949 1.41421 4 2.23607 3.16228 6.7082 8.24621 12.0416 5.83095 7.61577 12.0416 3 9.43398 13.9284 15 7.07107 13 12.8062 2.82843 12.2066 6.40312 10 10 5 8.544 8 13.1529 13.0384 12.083 9.21954 6 6.32456 6.7082 12.2066 4.12311 2 13.6015 11.1803 6.08276 9.48683 10.2956 
11.4018 5.09902 10.7703 5.83095 0 13.6015 5 6.08276 11.1803 4.47214 7.2111 8.60233 4.12311 8.94427 8.544 13.0384 6.7082 8.24621 12.8062 10.8167 5 11.1803 10 9.84886 5.65685 11.1803 7.07107 3.16228 13.8924 1 8.60233 5.83095 5.38516 9.43398 7.07107 10.4403 14.4222 8 3.60555 3.16228 12.083 12.53 15.5242 8.06226 7.07107 10.0499 15.1327 11.1803 14 14.1421 
7.28011 12.0416 8.544 8.06226 13.6015 0 9.05539 14.1421 6.32456 17 7 8.544 9.48683 5 8.60233 3 18.868 11.7047 7.81025 14.7648 8.94427 9.48683 19.105 21.4009 12.0416 16.1245 20.1246 10.4403 11.0454 13.9284 13.6015 18.0278 10 10.2956 12.0416 17.2047 12.0416 17.6918 16.5529 14.0357 2.23607 2.82843 8.24621 9.48683 8.06226 18.4391 6.32456 2.82843 4.12311 6.08276 
9.21954 3.60555 9.21954 1 5 9.05539 0 5.83095 8.60233 9.21954 2.23607 4.12311 2 4.12311 7.2111 9.21954 11.4018 5.38516 8.06226 12.1655 3.16228 10 13.6015 14.4222 7 13.0384 12.0416 2.23607 12.8062 5.65685 10.0499 9 5.09902 8.94427 8.06226 13.0384 13.6015 11.7047 8.48528 5 7.28011 7.61577 13.0384 4 2.23607 13.3417 12.083 7.07107 10.4403 11.1803 
15 2.23607 14.8661 6.7082 6.08276 14.1421 5.83095 0 14.4222 10.0499 7.28011 6.08276 7.07107 9.21954 12.7279 14.8661 12.1655 3.60555 9.84886 16.5529 8.48528 15.5563 16.0312 15.2971 11.1803 17.088 11.7047 6.40312 18.3848 7.07107 14.3178 5 10 14.2127 12.53 16.4924 19.105 14.0357 9.05539 3 12.0416 12 18.868 5.09902 6.08276 16.1245 17.8885 12.6491 16.1555 17 
1 12.2066 2.23607 7.81025 11.1803 6.32456 8.60233 14.4222 0 13.1529 7.81025 10.8167 7.61577 6.7082 3.16228 3.60555 14.5602 13.4536 12.3693 8.60233 6.32456 3.16228 13.6015 16.5529 7.28011 10 16.2788 8.544 5.09902 11.0454 7.81025 16.7631 6 4.24264 6.7082 11.3137 6.08276 12.53 13.0384 13 7 8 4.47214 11.4018 9.21954 12.8062 4 4 3.60555 3 
13.0384 9.48683 12 9.89949 4.47214 17 9.21954 10.0499 13.1529 0 11.3137 13.0384 7.81025 12.8062 10.0499 15.8114 2.23607 12.6491 17.2047 9.43398 8.06226 12.0416 6.32456 5.38516 6 9.21954 3.16228 7.07107 14.3178 3.60555 7.61577 7.61577 7.28011 10.0499 7.07107 7.81025 14.5602 4.47214 1 7.07107 15.8114 16.4012 17 12.53 11.4018 6.7082 17.1172 14.3178 16.4924 16.1245 
8.60233 5.09902 8.94427 1.41421 7.2111 7 2.23607 7.28011 7.81025 11.3137 0 3.16228 3.60555 2 7.28011 7.61577 13.4536 5.65685 6.32456 13 4.12311 9.84886 15.2315 16.4012 8.24621 14.0357 14.2127 4.24264 12.53 7.81025 11.0454 11.0454 6.08276 9.21954 9.05539 14.3178 13.4164 13.4164 10.6301 7.07107 5.09902 5.38516 12.0416 3.60555 1.41421 14.8661 10.8167 5.38516 8.94427 10 
11.6619 4.47214 12.083 4 8.60233 8.544 4.12311 6.08276 10.8167 13.0384 3.16228 0 6.08276 4.24264 10.4403 10 15.2643 3.16228 4.24264 16.0312 7 13 17.72 18.3576 11.0454 17 15.6205 6.32456 15.6525 9.43398 14 10.7703 9 12.3693 12 17.1172 16.5529 15.8114 12.2066 7.2111 6.32456 6.08276 14.8661 1 2 17.4642 13.4536 7.81025 11.4018 12.7279 
8.06226 5 7.81025 2.23607 4.12311 9.48683 2 7.07107 7.61577 7.81025 3.60555 6.08276 0 5 5.65685 9 9.89949 7.28011 9.84886 10.198 1.41421 8.48528 11.7047 12.8062 5 11.0454 10.8167 1 11.3137 4.47214 8.06226 9.21954 3.16228 7.2111 6.08276 11.0454 12.0416 9.84886 7.2111 5.38516 8.06226 8.60233 12.083 6 4.12311 11.4018 11.4018 7.07107 10.0499 10.4403 
7.61577 7.07107 8.24621 3.16228 8.94427 5 4.12311 9.21954 6.7082 12.8062 2 4.24264 5 0 7 5.83095 14.8661 7.2111 6 13.1529 5 9.21954 16.1245 17.6918 8.94427 14.3178 15.8114 5.83095 11.7047 9.43398 11.4018 13.0384 6.7082 9 9.48683 14.8661 12.6491 14.4222 12.2066 9.05539 3.16228 3.60555 10.6301 5 3.16228 15.6525 9.21954 3.60555 7.2111 8.48528 
3 10.6301 2.23607 6.7082 8.544 8.60233 7.2111 12.7279 3.16228 10.0499 7.28011 10.4403 5.65685 7 0 6.40312 11.4018 12.53 13 6.32456 4.24264 2.82843 10.6301 13.4164 4.12311 7.61577 13.1529 6.40312 5.65685 8.24621 5 14.3178 3.16228 2 3.60555 8.60233 6.40312 9.43398 10 10.8167 8.544 9.48683 7.07107 10.7703 8.544 9.89949 7.07107 5.83095 6.7082 6.08276 
4.47214 12.6491 5.83095 8.24621 13.0384 3 9.21954 14.8661 3.60555 15.8114 7.61577 10 9 5.83095 6.40312 0 17.4642 13.0384 10.2956 12.2066 8.06226 6.7082 17.0294 19.7231 10.2956 13.6015 18.9737 10 8.06226 13.1529 11.3137 18.1108 8.544 7.81025 10 14.8661 9.05539 15.8114 15.5242 14.1421 4.47214 5.38516 5.38516 10.8167 8.94427 16.2788 3.60555 2.23607 1.41421 3.16228 
14.3178 11.7047 13.1529 12.0416 6.7082 18.868 11.4018 12.1655 14.5602 2.23607 13.4536 15.2643 9.89949 14.8661 11.4018 17.4642 0 14.8661 19.4165 9.48683 10 13.0384 5 3.16228 7.28011 8.94427 2.23607 9.21954 15.0333 5.83095 8.06226 9.21954 8.94427 11.0454 8.06226 7.2111 15.1327 3.60555 3.16228 9.21954 17.8045 18.4391 18.1108 14.7648 13.6015 5.65685 18.4391 16.1245 18.0278 17.4642 
14.2127 3.16228 14.4222 5.83095 8.24621 11.7047 5.38516 3.60555 13.4536 12.6491 5.65685 3.16228 7.28011 7.2111 12.53 13.0384 14.8661 0 6.32456 17.4642 8.544 15.2643 18.1108 18.0278 12.1655 18.2483 14.7648 7.07107 18.0278 9.21954 15.2971 8.60233 10.4403 14.3178 13.3417 18.0278 18.868 16.1245 11.7047 5.83095 9.48683 9.21954 17.6918 2.23607 4.24264 18.0278 16.4012 10.8167 14.4222 15.6205 
13.3417 8.60233 14.1421 7.61577 12.8062 7.81025 8.06226 9.84886 12.3693 17.2047 6.32456 4.24264 9.84886 6 13 10.2956 19.4165 6.32456 0 19.105 10.4403 15.1327 21.5407 22.4722 14.5602 20.2237 19.8494 10.2956 17.4642 13.6015 17.2627 14.7648 12.3693 15 15.2971 20.6155 18.4391 19.6977 16.4012 11.4018 5.83095 5 15.6525 5 5.83095 21.1896 13.8924 8.544 11.6619 13.4164 
7.81025 14.8661 6.40312 12.0416 10.8167 14.7648 12.1655 16.5529 8.60233 9.43398 13 16.0312 10.198 13.1529 6.32456 12.2066 9.48683 17.4642 19.105 0 9.05539 5.65685 6.08276 10 5.38516 1.41421 11.7047 10.4403 6.32456 10 2.23607 16.2788 7.07107 4.47214 4.12311 3.16228 6.08276 6.08276 10 13.8924 14.8661 15.8114 10.2956 16.1245 14.0357 5.09902 11.4018 12.083 12.0416 10.6301 
6.7082 6.40312 6.40312 3 5 8.94427 3.16228 8.48528 6.32456 8.06226 4.12311 7 1.41421 5 4.24264 8.06226 10 8.544 10.4403 9.05539 0 7.07107 11.1803 12.7279 4.12311 10 11.1803 2.23607 9.89949 5.09902 7 10.4403 2 5.83095 5 10.198 10.6301 9.43398 7.61577 6.7082 7.81025 8.48528 10.7703 7.07107 5 10.7703 10.198 6.32456 9 9.21954 
2.23607 13.4536 1 9.43398 11.1803 9.48683 10 15.5563 3.16228 12.0416 9.84886 13 8.48528 9.21954 2.82843 6.7082 13.0384 15.2643 15.1327 5.65685 7.07107 0 11.1803 14.5602 6.08276 7.07107 15 9.21954 2.82843 10.7703 5.38516 17 5.83095 2 5 8.60233 3.60555 10.4403 12.1655 13.6015 10.0499 11.0454 5.09902 13.4164 11.1803 10.2956 5.83095 7.07107 6.40312 5 
