20
0 14.7648 10 5.83095 11.1803 11.0454 5 6.7082 8.24621 5 3.16228 3 14.1421 6.40312 10.2956 17.4642 8.60233 14.8661 9.21954 7.28011 
14.7648 0 7.61577 10.198 12.3693 22.8035 9.84886 20.6155 11.0454 14.8661 17.2047 16.4012 17.2627 8.544 4.47214 3 6.32456 12.0416 14.3178 17.8045 
10 7.61577 0 8.60233 5 15.5563 6.7082 14.3178 11.3137 8.06226 11.4018 10.4403 10 6.40312 5.09902 9.21954 5.83095 6.40312 6.7082 10.6301 
5.83095 10.198 8.60233 0 12.2066 16.4924 2.23607 12.53 3.16228 9 8.94427 8.544 16.5529 2.23607 6 13.1529 4 14.8661 11.7047 12.0416 
11.1803 12.3693 5 12.2066 0 12.53 10 13.0384 15.2643 7.07107 11.1803 10.198 5 10.2956 10.0499 13.4164 10.4403 4 3.16228 8.24621 
11.0454 22.8035 15.5563 16.4924 12.53 0 14.8661 5.38516 19.2354 8.06226 8 8.06226 11.0454 16.1555 18.868 24.7588 17.8885 16.1555 9.43398 5 
5 9.84886 6.7082 2.23607 10 14.8661 0 11.4018 5.38516 7.07107 7.81025 7.2111 14.3178 1.41421 5.38516 12.6491 3.60555 12.8062 9.48683 10.198 
6.7082 20.6155 14.3178 12.53 13.0384 5.38516 11.4018 0 14.8661 6.32456 3.60555 4.24264 13.6015 12.8062 16.2788 23.0217 14.8661 17.0294 10 5.09902 
8.24621 11.0454 11.3137 3.16228 15.2643 19.2354 5.38516 14.8661 0 12.0416 11.4018 11.1803 19.6977 5 7.61577 14.0357 5.83095 17.6918 14.8661 15 
5 14.8661 8.06226 9 7.07107 8.06226 7.07107 6.32456 12.0416 0 4.12311 3.16228 9.21954 8.24621 10.8167 17.0294 9.84886 11.0454 4.47214 3.16228 
3.16228 17.2047 11.4018 8.94427 11.1803 8 7.81025 3.60555 11.4018 4.12311 0 1 13.0384 9.21954 12.8062 19.7231 11.3137 15.1327 8.544 5 
3 16.4012 10.4403 8.544 10.198 8.06226 7.2111 4.24264 11.1803 3.16228 1 0 12.2066 8.60233 12.0416 18.868 10.6301 14.1421 7.61577 4.47214 
14.1421 17.2627 10 16.5529 5 11.0454 14.3178 13.6015 19.6977 9.21954 13.0384 12.2066 0 14.8661 15.0333 18.0278 15.2971 6.40312 5 8.544 
6.40312 8.544 6.40312 2.23607 10.2956 16.1555 1.41421 12.8062 5 8.24621 9.21954 8.60233 14.8661 0 4.12311 11.4018 2.23607 12.7279 10.198 11.4018 
10.2956 4.47214 5.09902 6 10.0499 18.868 5.38516 16.2788 7.61577 10.8167 12.8062 12.0416 15.0333 4.12311 0 7.28011 2 11.1803 11.1803 13.8924 
17.4642 3 9.21954 13.1529 13.4164 24.7588 12.6491 23.0217 14.0357 17.0294 19.7231 18.868 18.0278 11.4018 7.28011 0 9.21954 12.1655 15.8114 19.799 
8.60233 6.32456 5.83095 4 10.4403 17.8885 3.60555 14.8661 5.83095 9.84886 11.3137 10.6301 15.2971 2.23607 2 9.21954 0 12.2066 11 13 
14.8661 12.0416 6.40312 14.8661 4 16.1555 12.8062 17.0294 17.6918 11.0454 15.1327 14.1421 6.40312 12.7279 11.1803 12.1655 12.2066 0 7.07107 12.1655 
9.21954 14.3178 6.7082 11.7047 3.16228 9.43398 9.48683 10 14.8661 4.47214 8.544 7.61577 5 10.198 11.1803 15.8114 11 7.07107 0 5.09902 
7.28011 17.8045 10.6301 12.0416 8.24621 5 10.198 5.09902 15 3.16228 5 4.47214 8.544 11.4018 13.8924 19.799 13 12.1655 5.09902 0 
