90
0 1 3.16228 2.82843 1 1.41421 2.23607 2 1 2.23607 2 3 8 7.07107 6.08276 6.08276 7.07107 6 5.38516 5 6.32456 7 7.28011 5.09902 12.0416 10.6301 12.8062 8.60233 10 10.2956 9.21954 12.2066 9.89949 11.3137 11.1803 10.8167 12.8062 13.6015 15.6205 14.2127 12.7279 14.4222 12.2066 13.4536 14.1421 14.8661 13.8924 11.4018 17 14.7648 16.4012 15.8114 17.8885 18.3576 18.868 16.1245 18.0278 16.5529 17.2047 16.6433 12.3693 12.0416 14.1421 13.0384 11.1803 12.1655 14.0357 11 14 14.3178 13.3417 13.1529 18.0278 19.2094 20.1246 20.2485 20.5913 19.2354 17.4929 21.6333 18.6011 19.7231 19.4165 18.3576 13.6015 18.0278 12 13.0384 17.4929 2.23607 
1 0 3 2.23607 1.41421 2.23607 2 2.23607 2 2.82843 1 3.16228 8.06226 7.28011 6 6.32456 7 6.08276 5.09902 5.09902 6.08276 7.07107 7.07107 5.38516 11.3137 10 12.0416 7.81025 9.21954 9.43398 8.48528 11.4018 9.21954 10.6301 10.2956 10 12.2066 13.0384 15 13.6015 12.0416 13.8924 11.6619 12.8062 13.4536 14.2127 13.4164 10.8167 16.5529 14.3178 15.8114 15.2643 17.4642 17.8885 18.3576 15.6525 17.4929 16.1555 16.6433 16.1245 11.4018 11.0454 13.1529 12.0416 10.198 11.1803 13.0384 10 13 13.3417 12.3693 12.1655 17.2047 18.4391 19.2354 19.4165 19.7231 18.3576 16.6433 20.8087 17.8045 18.868 18.6011 17.4929 12.6491 17.0294 11 13.1529 17 1.41421 
3.16228 3 0 1.41421 2.23607 2.82843 1 1.41421 3.60555 2.23607 3.16228 1 11.0454 10.198 9 9.21954 10 9.05539 8.06226 8.06226 9.05539 10.0499 10.0499 8.24621 13.6015 12.53 14.2127 10 11.4018 11.3137 10.8167 13.4536 11.6619 13.0384 12.0416 12.0416 14.7648 15.6525 17.4929 16.1245 14.4222 16.5529 14.3178 15.2643 15.8114 16.6433 16.1555 13.4164 19.3132 17.088 18.3576 17.8885 20.2485 20.6155 21.0238 18.3848 20.1246 18.9737 19.2354 18.7883 11 11.1803 13.0384 12.1655 10.0499 11.0454 13.1529 10.4403 13.3417 13 12 12.0416 19.105 20.5183 20.8087 21.2603 21.4009 20 18.4391 22.6716 19.799 20.6155 20.5183 19.2094 13.8924 17.4642 11.4018 16.1245 19.6977 4.12311 
2.82843 2.23607 1.41421 0 2.23607 3.16228 1 2 3.60555 3 2 2.23607 10.198 9.48683 8.06226 8.544 9.05539 8.24621 7 7.28011 8 9.21954 9 7.61577 12.2066 11.1803 12.8062 8.60233 10 9.89949 9.43398 12.0416 10.2956 11.6619 10.6301 10.6301 13.4164 14.3178 16.1245 14.7648 13.0384 15.2315 13 13.8924 14.4222 15.2643 14.8661 12.083 18.0278 15.8114 17 16.5529 18.9737 19.3132 19.6977 17.088 18.7883 17.72 17.8885 17.4642 10.0499 10.0499 12 11.0454 9 10 12.0416 9.21954 12.1655 12.0416 11.0454 11 17.6918 19.105 19.4165 19.8494 20 18.6011 17.0294 21.2603 18.3848 19.2094 19.105 17.8045 12.53 16.2788 10.198 15.2971 18.3848 3 
1 1.41421 2.23607 2.23607 0 1 1.41421 1 1.41421 1.41421 2.23607 2 9 8.06226 7.07107 7.07107 8.06226 7 6.32456 6 7.28011 8 8.24621 6.08276 12.7279 11.4018 13.4536 9.21954 10.6301 10.8167 9.89949 12.8062 10.6301 12.0416 11.6619 11.4018 13.6015 14.4222 16.4012 15 13.4536 15.2643 13.0384 14.2127 14.8661 15.6205 14.7648 12.2066 17.8885 15.6525 17.2047 16.6433 18.7883 19.2354 19.7231 17 18.868 17.4642 18.0278 17.4929 12.1655 12 14.0357 13 11.0454 12.0416 14 11.0454 14.0357 14.1421 13.1529 13.0384 18.6011 19.8494 20.5913 20.8087 21.095 19.7231 18.0278 22.2036 19.2094 20.2485 20 18.868 13.9284 18.1108 12.0416 14.0357 18.3576 2.82843 
1.41421 2.23607 2.82843 3.16228 1 0 2.23607 1.41421 1 1 3.16228 2.23607 9.05539 8 7.28011 7 8.24621 7.07107 6.7082 6.08276 7.61577 8.06226 8.544 6 13.4536 12.0416 14.2127 10 11.4018 11.6619 10.6301 13.6015 11.3137 12.7279 12.53 12.2066 14.2127 15 17.0294 15.6205 14.1421 15.8114 13.6015 14.8661 15.5563 16.2788 15.2643 12.8062 18.3576 16.1245 17.8045 17.2047 19.2354 19.7231 20.2485 17.4929 19.4165 17.8885 18.6011 18.0278 13.1529 13 15.0333 14 12.0416 13.0384 15 12.0416 15.0333 15.1327 14.1421 14.0357 19.4165 20.6155 21.4709 21.6333 21.9545 20.5913 18.868 23.0217 20 21.095 20.8087 19.7231 14.8661 19.105 13.0384 14 18.868 3.60555 
2.23607 2 1 1 1.41421 2.23607 0 1 2.82843 2 2.23607 1.41421 10.0499 9.21954 8 8.24621 9 8.06226 7.07107 7.07107 8.06226 9.05539 9.05539 7.28011 12.8062 11.6619 13.4536 9.21954 10.6301 10.6301 10 12.7279 10.8167 12.2066 11.4018 11.3137 13.8924 14.7648 16.6433 15.2643 13.6015 15.6525 13.4164 14.4222 15 15.8114 15.2315 12.53 18.3848 16.1555 17.4929 17 19.3132 19.6977 20.1246 17.4642 19.2354 18.0278 18.3576 17.8885 11.0454 11.0454 13 12.0416 10 11 13.0384 10.198 13.1529 13.0384 12.0416 12 18.4391 19.799 20.2485 20.6155 20.8087 19.4165 17.8045 22.0227 19.105 20 19.8494 18.6011 13.4164 17.2627 11.1803 15.1327 18.7883 3.16228 
2 2.23607 1.41421 2 1 1.41421 1 0 2.23607 1 2.82843 1 10 9.05539 8.06226 8.06226 9.05539 8 7.28011 7 8.24621 9 9.21954 7.07107 13.4536 12.2066 14.1421 9.89949 11.3137 11.4018 10.6301 13.4536 11.4018 12.8062 12.2066 12.0416 14.4222 15.2643 17.2047 15.8114 14.2127 16.1245 13.8924 15 15.6205 16.4012 15.6525 13.0384 18.7883 16.5529 18.0278 17.4929 19.6977 20.1246 20.5913 17.8885 19.7231 18.3848 18.868 18.3576 12.0416 12.0416 14 13.0384 11 12 14.0357 11.1803 14.1421 14.0357 13.0384 13 19.2094 20.5183 21.095 21.4009 21.6333 20.2485 18.6011 22.8035 19.8494 20.8087 20.6155 19.4165 14.3178 18.2483 12.1655 15.0333 19.2354 3.60555 
1 2 3.60555 3.60555 1.41421 1 2.82843 2.23607 0 2 3 3.16228 8.06226 7 6.32456 6 7.28011 6.08276 5.83095 5.09902 6.7082 7.07107 7.61577 5 12.8062 11.3137 13.6015 9.43398 10.8167 11.1803 10 13.0384 10.6301 12.0416 12.083 11.6619 13.4536 14.2127 16.2788 14.8661 13.4536 15 12.8062 14.1421 14.8661 15.5563 14.4222 12.0416 17.4929 15.2643 17.0294 16.4012 18.3576 18.868 19.4165 16.6433 18.6011 17 17.8045 17.2047 13.3417 13.0384 15.1327 14.0357 12.1655 13.1529 15.0333 12 15 15.2971 14.3178 14.1421 18.868 20 21.0238 21.095 21.4709 20.1246 18.3576 22.4722 19.4165 20.5913 20.2485 19.2354 14.5602 19.0263 13 13 18.0278 3.16228 
2.23607 2.82843 2.23607 3 1.41421 1 2 1 2 0 3.60555 1.41421 10.0499 9 8.24621 8 9.21954 8.06226 7.61577 7.07107 8.544 9.05539 9.48683 7 14.1421 12.8062 14.8661 10.6301 12.0416 12.2066 11.3137 14.2127 12.0416 13.4536 13.0384 12.8062 15 15.8114 17.8045 16.4012 14.8661 16.6433 14.4222 15.6205 16.2788 17.0294 16.1245 13.6015 19.2354 17 18.6011 18.0278 20.1246 20.5913 21.095 18.3576 20.2485 18.7883 19.4165 18.868 13.0384 13.0384 15 14.0357 12 13 15.0333 12.1655 15.1327 15.0333 14.0357 14 20 21.2603 21.9545 22.2036 22.4722 21.095 19.4165 23.6008 20.6155 21.6333 21.4009 20.2485 15.2315 19.2354 13.1529 15 19.7231 4.24264 
