60
0 1 4 3 6 2 4 3 15 17 16 13 19 16 16 14 25 26 22 24 25 26 25 22 17 17 18 14 19 15 18 16 33 34 34 32 31 29 32 31 20 20 21 19 20 22 22 23 20 21 17 20 19 18 19 22 16 18 20 23 
1 0 3 2 5 1 3 2 14 16 15 12 18 15 15 13 24 25 21 23 24 25 24 21 16 16 17 13 18 14 17 15 32 33 33 31 30 28 31 30 19 19 20 18 19 21 21 22 19 20 16 19 18 17 18 21 15 17 19 22 
4 3 0 5 2 2 4 3 17 19 18 15 21 18 18 16 27 28 24 26 27 28 27 24 19 19 20 16 21 17 20 18 35 36 36 34 33 31 34 33 22 22 23 21 22 24 24 25 18 19 19 20 19 18 15 18 18 20 16 25 
3 2 5 0 3 3 1 2 12 14 13 10 16 13 13 11 22 23 19 21 22 23 22 19 14 14 15 11 16 12 15 13 30 31 31 29 28 26 29 28 17 17 18 16 17 19 19 20 17 18 14 17 16 15 16 19 13 15 17 20 
6 5 2 3 0 4 2 3 15 17 16 13 19 16 16 14 25 26 22 24 25 26 25 22 17 17 18 14 19 15 18 16 33 34 34 32 31 29 32 31 20 20 21 19 20 22 22 23 16 17 17 18 17 16 13 16 16 18 14 23 
2 1 2 3 4 0 2 1 15 17 16 13 19 16 16 14 25 26 22 24 25 26 25 22 17 17 18 14 19 15 18 16 33 34 34 32 31 29 32 31 20 20 21 19 20 22 22 23 18 19 17 18 17 16 17 20 16 18 18 23 
4 3 4 1 2 2 0 1 13 15 14 11 17 14 14 12 23 24 20 22 23 24 23 20 15 15 16 12 17 13 16 14 31 32 32 30 29 27 30 29 18 18 19 17 18 20 20 21 16 17 15 16 15 14 15 18 14 16 16 21 
3 2 3 2 3 1 1 0 14 16 15 12 18 15 15 13 24 25 21 23 24 25 24 21 16 16 17 13 18 14 17 15 32 33 33 31 30 28 31 30 19 19 20 18 19 21 21 22 17 18 16 17 16 15 16 19 15 17 17 22 
15 14 17 12 15 15 13 14 0 2 1 2 4 3 1 1 10 11 7 9 10 11 10 7 8 10 9 9 8 10 7 9 18 19 19 17 16 14 17 16 9 15 12 10 13 11 13 12 17 18 14 17 16 15 16 19 13 3 17 8 
17 16 19 14 17 17 15 16 2 0 3 4 2 1 1 3 8 9 5 7 8 9 8 5 10 12 11 11 10 12 9 11 16 17 17 15 14 12 15 14 11 17 14 12 15 13 15 14 19 20 16 19 18 17 18 21 11 3 19 6 
16 15 18 13 16 16 14 15 1 3 0 3 3 4 2 2 9 10 6 8 9 10 9 6 7 9 8 8 7 9 6 8 17 18 18 16 15 13 16 15 8 14 11 9 12 10 12 11 16 17 13 16 15 14 15 18 14 2 16 7 
13 12 15 10 13 13 11 12 2 4 3 0 6 3 3 1 12 13 9 11 12 13 12 9 8 10 9 9 8 10 7 9 20 21 21 19 18 16 19 18 9 15 12 10 13 11 13 12 17 18 14 17 16 15 16 19 13 5 17 10 
19 18 21 16 19 19 17 18 4 2 3 6 0 3 3 5 6 7 3 5 6 7 6 3 8 10 9 9 8 10 7 9 14 15 15 13 12 10 13 12 9 15 12 10 13 11 13 12 17 18 14 17 16 15 16 19 13 1 17 4 
16 15 18 13 16 16 14 15 3 1 4 3 3 0 2 4 9 10 6 8 9 10 9 6 11 13 12 12 11 13 10 12 17 18 18 16 15 13 16 15 12 18 15 13 16 14 16 15 20 21 17 20 19 18 19 22 10 4 20 7 
16 15 18 13 16 16 14 15 1 1 2 3 3 2 0 2 9 10 6 8 9 10 9 6 9 11 10 10 9 11 8 10 17 18 18 16 15 13 16 15 10 16 13 11 14 12 14 13 18 19 15 18 17 16 17 20 12 2 18 7 
14 13 16 11 14 14 12 13 1 3 2 1 5 4 2 0 11 12 8 10 11 12 11 8 7 9 8 8 7 9 6 8 19 20 20 18 17 15 18 17 8 14 11 9 12 10 12 11 16 17 13 16 15 14 15 18 14 4 16 9 
25 24 27 22 25 25 23 24 10 8 9 12 6 9 9 11 0 1 3 3 2 1 2 3 8 10 9 11 8 10 7 9 8 9 9 7 6 4 7 6 9 15 12 10 13 11 13 12 17 18 14 17 16 15 16 19 13 7 17 2 
26 25 28 23 26 26 24 25 11 9 10 13 7 10 10 12 1 0 4 4 3 2 1 4 9 11 10 12 9 11 8 10 7 8 8 6 5 3 6 5 10 16 13 11 14 12 14 13 18 19 15 18 17 16 17 20 12 8 18 3 
22 21 24 19 22 22 20 21 7 5 6 9 3 6 6 8 3 4 0 4 3 4 3 2 9 11 10 10 9 11 8 10 11 12 12 10 9 7 10 9 10 16 13 11 14 12 14 13 18 19 15 18 17 16 17 20 12 4 18 3 
24 23 26 21 24 24 22 23 9 7 8 11 5 8 8 10 3 4 4 0 1 2 5 2 7 7 6 10 5 9 6 8 9 10 10 8 7 5 8 7 6 12 9 7 10 8 10 9 14 15 11 14 13 12 13 16 16 6 14 1 
25 24 27 22 25 25 23 24 10 8 9 12 6 9 9 11 2 3 3 1 0 1 4 3 8 8 7 11 6 10 7 9 8 9 9 7 6 4 7 6 7 13 10 8 11 9 11 10 15 16 12 15 14 13 14 17 15 7 15 2 
26 25 28 23 26 26 24 25 11 9 10 13 7 10 10 12 1 2 4 2 1 0 3 4 9 9 8 12 7 11 8 10 7 8 8 6 5 3 6 5 8 14 11 9 12 10 12 11 16 17 13 16 15 14 15 18 14 8 16 3 
25 24 27 22 25 25 23 24 10 8 9 12 6 9 9 11 2 1 3 5 4 3 0 3 10 12 11 11 10 12 9 11 8 9 9 7 6 4 7 6 11 17 14 12 15 13 15 14 19 20 16 19 18 17 18 21 11 7 19 4 
22 21 24 19 22 22 20 21 7 5 6 9 3 6 6 8 3 4 2 2 3 4 3 0 7 9 8 8 7 9 6 8 11 12 12 10 9 7 10 9 8 14 11 9 12 10 12 11 16 17 13 16 15 14 15 18 14 4 16 1 
17 16 19 14 17 17 15 16 8 10 7 8 8 11 9 7 8 9 9 7 8 9 10 7 0 2 1 3 2 2 1 1 16 17 17 15 14 12 15 14 3 7 4 2 5 5 5 6 9 10 6 9 8 7 8 11 21 7 9 6 
17 16 19 14 17 17 15 16 10 12 9 10 10 13 11 9 10 11 11 7 8 9 12 9 2 0 1 3 2 2 3 1 16 17 17 15 14 12 15 14 3 5 4 2 3 5 5 6 7 8 4 7 6 5 6 9 23 9 7 8 
18 17 20 15 18 18 16 17 9 11 8 9 9 12 10 8 9 10 10 6 7 8 11 8 1 1 0 4 1 3 2 2 15 16 16 14 13 11 14 13 2 6 3 1 4 4 4 5 8 9 5 8 7 6 7 10 22 8 8 7 
14 13 16 11 14 14 12 13 9 11 8 9 9 12 10 8 11 12 10 10 11 12 11 8 3 3 4 0 5 1 4 2 19 20 20 18 17 15 18 17 6 6 7 5 6 8 8 9 8 9 5 8 7 6 7 10 22 8 8 9 
