30
0 9.43398 7.28011 6.7082 10.198 12.0416 2.82843 8.60233 9.05539 11.0454 8.06226 6 14.1421 5.65685 7.07107 13.0384 2 6 12.3693 13.8924 7.28011 10.198 14.8661 9.89949 11.0454 10.6301 7.07107 8 9.48683 10.198 
9.43398 0 10.198 14.1421 3.60555 16.4924 10.4403 3.60555 18.0278 9.21954 9.05539 8.06226 10.8167 15 6.08276 12.0416 10.6301 5.38516 8.60233 16.5529 6.32456 19.3132 9.48683 15.1327 10.8167 3.16228 16.1555 16.7631 11.7047 18.2483 
7.28011 10.198 0 5.65685 13 6.32456 5 7 10.6301 5 14.2127 2.23607 8.06226 11.1803 12.0416 6.08276 9.21954 10.6301 7.07107 7.07107 4 12.0416 9.89949 5 4.12311 9.05539 9.43398 9.21954 2.23607 9.43398 
6.7082 14.1421 5.65685 0 16.0312 6.32456 4.12311 11.7047 5 10.6301 14.7648 6.7082 13.6015 7.28011 13.6015 11.1803 7.81025 12.3693 12.7279 9.05539 8.94427 6.40312 15.5563 4.12311 9.43398 13.9284 4.12311 3.60555 6.7082 4.12311 
10.198 3.60555 13 16.0312 0 19.3132 12 7.07107 19.2354 12.7279 6.7082 10.7703 14.4222 15.2315 4.24264 15.5563 10.7703 4.47214 12.2066 19.7231 9.43398 20.3961 13 17.72 14.2127 6.7082 17.2627 18.1108 14.7648 20 
12.0416 16.4924 6.32456 6.32456 19.3132 0 9.21954 13.1529 10.0499 9.21954 19.8494 8.544 11.1803 13.6015 18.0278 8.06226 13.6015 16.6433 11.4018 3.16228 10.198 11.1803 13.9284 2.23607 7.28011 15.0333 10.0499 9 5 7.28011 
2.82843 10.4403 5 4.12311 12 9.21954 0 8.60233 7.61577 9.48683 10.8167 4.47214 12.6491 6.32456 9.48683 11.0454 4.47214 8.24621 11.1803 11.1803 6.40312 8.94427 13.8924 7.07107 9.05539 10.8167 5.83095 6.32456 7.07107 8 
8.60233 3.60555 7 11.7047 7.07107 13.1529 8.60233 0 16.1245 5.65685 11.1803 5.09902 7.61577 14.2127 8.24621 8.48528 10.2956 7.07107 5.38516 13 3 17.4929 7 12 7.2111 2.23607 14.4222 14.7648 8.24621 15.8114 
9.05539 18.0278 10.6301 5 19.2354 10.0499 7.61577 16.1245 0 15.6205 16.2788 11.4018 18.6011 5.83095 16 16.1245 9.05539 15.0333 17.6918 13.1529 13.6015 1.41421 20.5183 8.24621 14.4222 18.3576 2 1.41421 11.6619 3.16228 
11.0454 9.21954 5 10.6301 12.7279 9.21954 9.48683 5.65685 15.6205 0 16.1555 5.09902 3.16228 15.8114 13.4164 2.82843 13.0384 12.083 2.23607 8.06226 4.12311 17.0294 5 8.94427 2 6.7082 14.4222 14.2127 4.47214 14.2127 
8.06226 9.05539 14.2127 14.7648 6.7082 19.8494 10.8167 11.1803 16.2788 16.1555 0 12.2066 18.6815 11 3 18.7883 7.28011 4.12311 16.4924 21.2603 12.083 17.1172 18.1108 17.8045 17 12 14.3178 15.5242 16.4012 18.0278 
6 8.06226 2.23607 6.7082 10.7703 8.544 4.47214 5.09902 11.4018 5.09902 12.2066 0 8.24621 10.7703 9.89949 7.07107 8 8.48528 6.7082 9.21954 2.23607 12.8062 9.43398 7.07107 5.09902 7.28011 9.89949 10 4.24264 10.7703 
14.1421 10.8167 8.06226 13.6015 14.4222 11.1803 12.6491 7.61577 18.6011 3.16228 18.6815 8.24621 0 18.9737 15.8114 3.16228 16.1245 14.5602 2.23607 9.21954 7 20 3 11.4018 4.24264 7.81025 17.4929 17.2047 7.07107 16.9706 
5.65685 15 11.1803 7.28011 15.2315 13.6015 6.32456 14.2127 5.83095 15.8114 11 10.7703 18.9737 0 11.4018 17.2627 4.47214 10.7703 17.4642 16.2788 12.53 6.32456 20.1246 11.4018 15.2971 16.2788 4.24264 5.65685 13.0384 8.48528 
7.07107 6.08276 12.0416 13.6015 4.24264 18.0278 9.48683 8.24621 16 13.4164 3 9.89949 15.8114 11.4018 0 16.1245 7.07107 1.41421 13.6015 19.105 9.43398 17.0294 15.1327 16.1245 14.4222 9 14 15.0333 14.1421 17.2627 
13.0384 12.0416 6.08276 11.1803 15.5563 8.06226 11.0454 8.48528 16.1245 2.82843 18.7883 7.07107 3.16228 17.2627 16.1245 0 15.0333 14.7648 4.12311 6.08276 6.7082 17.4929 6.08276 8.48528 2 9.43398 15.2315 14.7648 4.47214 14.2127 
2 10.6301 9.21954 7.81025 10.7703 13.6015 4.47214 10.2956 9.05539 13.0384 7.28011 8 16.1245 4.47214 7.07107 15.0333 0 6.32456 14.3178 15.6525 9.21954 10 16.7631 11.4018 13.0384 12.2066 7.07107 8.24621 11.4018 10.7703 
6 5.38516 10.6301 12.3693 4.47214 16.6433 8.24621 7.07107 15.0333 12.083 4.12311 8.48528 14.5602 10.7703 1.41421 14.7648 6.32456 0 12.3693 17.6918 8.06226 16.1245 14.0357 14.7648 13.0384 8.06226 13.0384 14 12.7279 16.1245 
12.3693 8.60233 7.07107 12.7279 12.2066 11.4018 11.1803 5.38516 17.6918 2.23607 16.4924 6.7082 2.23607 17.4642 13.6015 4.12311 14.3178 12.3693 0 10 5.09902 19.105 2.82843 11.1803 4.12311 5.65685 16.4012 16.2788 6.7082 16.4012 
13.8924 16.5529 7.07107 9.05539 19.7231 3.16228 11.1803 13 13.1529 8.06226 21.2603 9.21954 9.21954 16.2788 19.105 6.08276 15.6525 17.6918 10 0 10.2956 14.3178 12.1655 5 6.08276 14.5602 13 12.0416 5 10.4403 
7.28011 6.32456 4 8.94427 9.43398 10.198 6.40312 3 13.6015 4.12311 12.083 2.23607 7 12.53 9.43398 6.7082 9.21954 8.06226 5.09902 10.2956 0 15 7.61577 9 5 5.09902 12.0416 12.2066 5.38516 13 
10.198 19.3132 12.0416 6.40312 20.3961 11.1803 8.94427 17.4929 1.41421 17.0294 17.1172 12.8062 20 6.32456 17.0294 17.4929 10 16.1245 19.105 14.3178 15 0 21.9317 9.48683 15.8114 19.7231 3.16228 2.82843 13.0384 4 
14.8661 9.48683 9.89949 15.5563 13 13.9284 13.8924 7 20.5183 5 18.1108 9.43398 3 20.1246 15.1327 6.08276 16.7631 14.0357 2.82843 12.1655 7.61577 21.9317 0 13.8924 6.7082 6.32456 19.2094 19.105 9.43398 19.2094 
