90
0 12 13 18 14 16 2 4 9 11 10 6 3 9 20 8 11 10 14 14 10 13 8 9 15 2 11 15 8 7 1 14 4 7 8 10 8 14 7 14 10 7 12 8 6 18 9 11 10 7 14 12 5 11 15 16 5 13 9 10 6 16 18 11 10 9 5 16 18 14 10 8 19 12 14 13 9 5 7 10 6 14 6 20 9 13 2 7 4 8 
12 0 7 16 2 14 10 16 21 17 22 14 9 7 8 20 21 2 16 26 12 11 10 21 13 10 15 3 18 9 13 6 12 19 20 4 6 2 13 12 6 19 14 8 8 16 7 19 20 7 26 2 17 13 5 14 7 25 11 22 10 4 6 5 14 17 7 4 20 26 14 14 31 8 16 11 11 7 19 16 12 18 6 18 5 13 10 5 8 20 
13 7 0 23 7 21 11 17 22 18 23 15 10 4 7 21 22 7 9 27 5 18 11 22 20 11 16 6 19 10 14 1 13 20 21 3 13 9 14 19 13 20 7 13 7 23 14 20 21 6 27 9 18 12 2 21 8 26 6 23 11 9 7 2 15 18 8 3 13 27 15 15 32 1 15 18 4 10 20 17 13 19 11 25 4 18 11 6 9 21 
18 16 23 0 16 4 20 22 19 7 10 24 21 23 22 26 7 16 32 12 28 5 26 23 5 18 7 17 26 25 17 22 14 17 20 20 10 16 11 4 12 23 30 10 24 2 9 29 8 23 18 14 17 29 21 8 21 15 27 8 24 18 20 21 8 27 19 20 36 14 28 10 17 24 32 11 27 13 25 8 24 4 12 4 21 5 16 21 22 18 
14 2 7 16 0 14 12 18 23 19 24 16 11 7 6 22 23 4 16 28 12 11 12 23 13 12 17 1 20 11 15 6 14 21 22 4 8 2 15 14 6 21 14 10 8 18 9 21 22 7 28 2 19 13 5 14 9 27 11 24 12 2 4 5 16 19 9 4 20 28 16 16 33 8 16 11 11 9 21 18 14 20 8 18 5 15 12 7 10 22 
16 14 21 4 14 0 18 20 17 7 12 22 19 21 18 24 11 14 30 16 26 3 24 21 1 16 5 15 24 23 15 20 12 15 18 18 8 12 9 2 8 21 28 8 22 6 7 27 10 21 16 12 15 27 19 4 19 15 25 12 22 14 16 19 6 25 17 18 34 16 26 8 21 22 30 7 25 11 23 6 22 8 10 4 19 3 14 19 20 16 
2 10 11 20 12 18 0 6 11 13 12 4 1 7 18 10 13 8 12 16 8 15 6 11 17 2 13 13 8 5 3 12 6 9 10 8 10 12 9 16 10 9 10 10 4 20 11 9 12 5 16 10 7 9 13 18 3 15 7 12 4 14 16 9 12 7 3 14 16 16 8 10 21 10 12 15 7 7 9 12 4 16 8 22 7 15 4 5 2 10 
4 16 17 22 18 20 6 0 5 15 12 2 7 13 24 4 15 14 10 10 12 17 6 5 19 6 15 19 4 7 5 18 8 5 4 14 12 18 11 18 14 3 10 12 10 22 13 7 14 11 10 16 5 7 19 20 9 9 11 14 6 20 22 15 14 5 9 20 14 10 6 12 15 16 10 17 13 9 3 14 4 18 10 24 13 17 6 11 8 4 
9 21 22 19 23 17 11 5 0 12 9 7 12 18 29 7 12 19 13 7 17 14 11 4 16 11 12 24 7 12 8 23 9 2 1 19 15 23 8 15 19 4 15 13 15 19 14 10 11 16 5 21 4 10 24 17 14 4 16 11 11 25 27 20 11 8 14 25 17 5 9 9 10 21 13 18 18 14 6 11 9 15 15 21 18 14 11 16 13 1 
11 17 18 7 19 7 13 15 12 0 5 17 14 16 25 19 4 15 25 9 21 8 19 16 8 11 2 20 19 18 10 19 7 10 13 15 11 19 4 5 15 16 23 9 17 7 10 22 3 16 11 17 10 22 20 11 14 8 20 5 17 21 23 16 3 20 12 21 29 9 21 3 14 17 25 14 20 10 18 1 17 3 11 9 14 4 9 14 15 11 
