50
0 3 3 1 2 1 2 12 13 15 12 16 14 14 11 6 8 10 11 9 10 14 13 11 13 14 10 12 26 27 30 28 28 32 28 26 23 27 25 26 22 23 29 26 29 27 31 28 30 33 
3 0 2 2 3 2 3 9 10 12 11 13 11 13 8 3 5 7 8 6 7 11 10 8 10 11 7 9 23 24 27 25 25 29 25 23 20 24 22 23 19 20 26 23 26 24 28 25 27 30 
3 2 0 2 3 2 3 11 12 14 13 13 11 15 8 3 5 7 8 6 7 11 10 8 10 11 7 9 23 24 27 25 25 29 25 23 20 24 22 23 19 20 26 23 26 24 28 25 27 30 
1 2 2 0 3 2 1 11 12 14 13 15 13 15 10 5 7 9 10 8 9 13 12 10 12 13 9 11 25 26 29 27 27 31 27 25 22 26 24 25 21 22 28 25 28 26 30 27 29 32 
2 3 3 3 0 1 4 12 13 15 10 16 14 14 11 6 8 10 11 9 10 14 13 11 13 14 10 12 26 27 30 28 28 32 28 26 23 27 25 26 22 23 29 26 29 27 31 28 30 33 
1 2 2 2 1 0 3 11 12 14 11 15 13 13 10 5 7 9 10 8 9 13 12 10 12 13 9 11 25 26 29 27 27 31 27 25 22 26 24 25 21 22 28 25 28 26 30 27 29 32 
2 3 3 1 4 3 0 12 13 15 14 16 14 16 11 6 8 10 11 9 10 14 13 11 13 14 10 12 26 27 30 28 28 32 28 26 23 27 25 26 22 23 29 26 29 27 31 28 30 33 
12 9 11 11 12 11 12 0 1 3 2 4 2 4 11 10 10 8 9 9 12 6 7 7 9 4 6 4 14 15 18 16 16 20 16 18 17 17 21 20 18 19 17 14 17 15 19 16 18 21 
13 10 12 12 13 12 13 1 0 2 3 3 1 3 12 11 11 9 10 10 13 7 8 8 10 5 7 5 13 14 17 15 15 19 15 19 18 18 22 21 19 20 16 15 16 16 18 15 17 20 
15 12 14 14 15 14 15 3 2 0 5 1 3 1 14 13 13 11 12 12 15 9 10 10 12 7 9 7 11 12 15 13 13 17 13 21 20 20 24 23 21 22 14 17 16 18 18 17 15 18 
12 11 13 13 10 11 14 2 3 5 0 6 4 4 13 12 12 10 11 11 14 8 9 9 11 6 8 6 16 17 20 18 18 22 18 20 19 19 23 22 20 21 19 16 19 17 21 18 20 23 
16 13 13 15 16 15 16 4 3 1 6 0 2 2 13 12 12 10 11 11 14 8 9 9 11 6 8 6 10 11 14 12 12 16 12 20 19 19 23 22 20 21 13 16 15 17 17 16 14 17 
14 11 11 13 14 13 14 2 1 3 4 2 0 4 11 10 10 8 9 9 12 6 7 7 9 4 6 4 12 13 16 14 14 18 14 18 17 17 21 20 18 19 15 14 15 15 17 14 16 19 
14 13 15 15 14 13 16 4 3 1 4 2 4 0 15 14 14 12 13 13 16 10 11 11 13 8 10 8 12 13 16 14 14 18 14 22 21 21 25 24 22 23 15 18 17 19 19 18 16 19 
11 8 8 10 11 10 11 11 12 14 13 13 11 15 0 5 3 3 2 2 1 5 4 4 2 7 5 7 15 16 19 17 17 21 17 15 12 16 14 15 11 12 18 15 18 16 20 17 19 22 
6 3 3 5 6 5 6 10 11 13 12 12 10 14 5 0 2 4 5 3 4 8 7 5 7 8 4 6 20 21 24 22 22 26 22 20 17 21 19 20 16 17 23 20 23 21 25 22 24 27 
8 5 5 7 8 7 8 10 11 13 12 12 10 14 3 2 0 2 3 1 2 6 5 3 5 6 4 6 18 19 22 20 20 24 20 18 15 19 17 18 14 15 21 18 21 19 23 20 22 25 
10 7 7 9 10 9 10 8 9 11 10 10 8 12 3 4 2 0 1 1 4 4 3 1 3 4 2 4 16 17 20 18 18 22 18 16 13 17 15 16 12 13 19 16 19 17 21 18 20 23 
11 8 8 10 11 10 11 9 10 12 11 11 9 13 2 5 3 1 0 2 3 3 2 2 2 5 3 5 15 16 19 17 17 21 17 15 12 16 14 15 11 12 18 15 18 16 20 17 19 22 
9 6 6 8 9 8 9 9 10 12 11 11 9 13 2 3 1 1 2 0 3 5 4 2 4 5 3 5 17 18 21 19 19 23 19 17 14 18 16 17 13 14 20 17 20 18 22 19 21 24 
10 7 7 9 10 9 10 12 13 15 14 14 12 16 1 4 2 4 3 3 0 6 5 5 3 8 6 8 16 17 20 18 18 22 18 16 13 17 15 16 12 13 19 16 19 17 21 18 20 23 
14 11 11 13 14 13 14 6 7 9 8 8 6 10 5 8 6 4 3 5 6 0 1 3 3 2 4 2 12 13 16 14 14 18 14 12 11 13 15 14 12 13 15 12 15 13 17 14 16 19 
13 10 10 12 13 12 13 7 8 10 9 9 7 11 4 7 5 3 2 4 5 1 0 2 2 3 3 3 13 14 17 15 15 19 15 13 10 14 14 13 11 12 16 13 16 14 18 15 17 20 
11 8 8 10 11 10 11 7 8 10 9 9 7 11 4 5 3 1 2 2 5 3 2 0 2 3 1 3 15 16 19 17 17 21 17 15 12 16 14 15 11 12 18 15 18 16 20 17 19 22 
13 10 10 12 13 12 13 9 10 12 11 11 9 13 2 7 5 3 2 4 3 3 2 2 0 5 3 5 13 14 17 15 15 19 15 13 10 14 12 13 9 10 16 13 16 14 18 15 17 20 
14 11 11 13 14 13 14 4 5 7 6 6 4 8 7 8 6 4 5 5 8 2 3 3 5 0 4 2 12 13 16 14 14 18 14 14 13 13 17 16 14 15 15 12 15 13 17 14 16 19 
10 7 7 9 10 9 10 6 7 9 8 8 6 10 5 4 4 2 3 3 6 4 3 1 3 4 0 2 16 17 20 18 18 22 18 16 13 17 15 16 12 13 19 16 19 17 21 18 20 23 
12 9 9 11 12 11 12 4 5 7 6 6 4 8 7 6 6 4 5 5 8 2 3 3 5 2 2 0 14 15 18 16 16 20 16 14 13 15 17 16 14 15 17 14 17 15 19 16 18 21 
26 23 23 25 26 25 26 14 13 11 16 10 12 12 15 20 18 16 15 17 16 12 13 15 13 12 16 14 0 1 4 2 2 6 2 12 11 11 15 14 12 13 5 8 7 9 9 8 6 7 
27 24 24 26 27 26 27 15 14 12 17 11 13 13 16 21 19 17 16 18 17 13 14 16 14 13 17 15 1 0 3 1 1 5 3 13 12 12 16 15 13 14 6 9 8 10 10 9 7 6 
30 27 27 29 30 29 30 18 17 15 20 14 16 16 19 24 22 20 19 21 20 16 17 19 17 16 20 18 4 3 0 2 2 2 2 12 11 11 15 14 12 13 5 8 7 9 9 8 6 3 
28 25 25 27 28 27 28 16 15 13 18 12 14 14 17 22 20 18 17 19 18 14 15 17 15 14 18 16 2 1 2 0 2 4 2 12 11 11 15 14 12 13 5 8 7 9 9 8 6 5 
28 25 25 27 28 27 28 16 15 13 18 12 14 14 17 22 20 18 17 19 18 14 15 17 15 14 18 16 2 1 2 2 0 4 4 14 13 13 17 16 14 15 7 10 9 11 11 10 8 5 
32 29 29 31 32 31 32 20 19 17 22 16 18 18 21 26 24 22 21 23 22 18 19 21 19 18 22 20 6 5 2 4 4 0 4 12 11 11 15 14 12 13 5 8 7 9 9 8 6 1 
28 25 25 27 28 27 28 16 15 13 18 12 14 14 17 22 20 18 17 19 18 14 15 17 15 14 18 16 2 3 2 2 4 4 0 10 9 9 13 12 10 11 3 6 5 7 7 6 4 5 
26 23 23 25 26 25 26 18 19 21 20 20 18 22 15 20 18 16 15 17 16 12 13 15 13 14 16 14 12 13 12 12 14 12 10 0 3 1 3 2 4 3 7 4 5 3 5 4 6 13 
23 20 20 22 23 22 23 17 18 20 19 19 17 21 12 17 15 13 12 14 13 11 10 12 10 13 13 13 11 12 11 11 13 11 9 3 0 4 4 3 1 2 6 3 6 4 8 5 7 12 
27 24 24 26 27 26 27 17 18 20 19 19 17 21 16 21 19 17 16 18 17 13 14 16 14 13 17 15 11 12 11 11 13 11 9 1 4 0 4 3 5 4 6 3 4 2 4 3 5 12 
25 22 22 24 25 24 25 21 22 24 23 23 21 25 14 19 17 15 14 16 15 15 14 14 12 17 15 17 15 16 15 15 17 15 13 3 4 4 0 1 3 2 10 7 8 6 6 7 9 16 
26 23 23 25 26 25 26 20 21 23 22 22 20 24 15 20 18 16 15 17 16 14 13 15 13 16 16 16 14 15 14 14 16 14 12 2 3 3 1 0 4 3 9 6 7 5 5 6 8 15 
22 19 19 21 22 21 22 18 19 21 20 20 18 22 11 16 14 12 11 13 12 12 11 11 9 14 12 14 12 13 12 12 14 12 10 4 1 5 3 4 0 1 7 4 7 5 9 6 8 13 
