60
0 12.7279 1 4.12311 12.6491 9.84886 6.08276 6.7082 10.4403 14.3178 11.1803 17.0294 9.21954 8.24621 13.0384 6.7082 11 13.6015 9.89949 7.28011 7.61577 8.24621 7.81025 17.0294 16.2788 17 15.1327 8.48528 9.21954 7.61577 5.83095 5 6.40312 12.53 18.3848 10.4403 6.32456 10.198 10.0499 2.23607 10.0499 17.4929 12.6491 8.06226 16 9.84886 15.2315 11.6619 17.8885 13.1529 14.3178 10.2956 11.1803 13.4536 8.544 5.38516 13 10.7703 10 7.28011 
12.7279 0 12.0416 16.4012 13.3417 13 17 12.3693 6.08276 7.81025 4.12311 4.47214 16.2788 7.07107 10.7703 19.2094 9.21954 6.40312 16.1245 11.1803 12.1655 20.2485 15.5242 12.8062 13.8924 12.0416 12.53 4.24264 21.095 6.32456 7.2111 13 14.8661 15.1327 17.8885 12.0416 16.5529 11.0454 10.0499 10.6301 8.06226 18.9737 5.83095 8.06226 11.4018 5 5.83095 3.16228 7.07107 8.06226 13 18.4391 4.12311 1 12.0416 11.7047 5 5.09902 15.0333 7.28011 
1 12.0416 0 4.47214 11.7047 8.94427 6 7.2111 10.198 13.3417 10.2956 16.2788 8.60233 8.06226 12.0416 7.2111 11.0454 12.6491 9.21954 7.61577 6.7082 8.544 7.2111 16.0312 15.2971 16 14.1421 7.81025 9.48683 7.28011 5.38516 5.65685 5.83095 11.6619 17.4642 10.7703 6.08276 9.21954 9.05539 2 10 16.6433 11.7047 8 15 9.48683 14.3178 11.1803 17 12.1655 13.3417 9.84886 10.7703 12.8062 7.61577 4.47214 12.083 9.84886 9.21954 6.32456 
4.12311 16.4012 4.47214 0 13 10 2.82843 10.198 14.5602 16.5529 14.2127 20.5183 7.61577 12.3693 14.3178 2.82843 15.0333 16.1245 8.544 11.0454 8.06226 4.12311 6.32456 18.2483 17.0294 18.4391 16.1245 12.2066 5.09902 11.7047 9.84886 8.24621 5.09902 12.1655 18.2483 14.1421 3.60555 11.1803 11.4018 6.32456 14.1421 16.7631 15.2643 12.1655 17.4642 13.9284 18.0278 15.6525 20.8087 15.2315 15.0333 7.81025 15.2315 17.2047 9.05539 6.32456 15.8114 13.6015 9.21954 10 
12.6491 13.3417 11.7047 13 0 3 11.1803 18.0278 16.6433 7.28011 9.21954 15.0333 6.7082 15.6205 3.16228 15.1327 19.2094 8.06226 5.83095 17.8045 5.09902 14.5602 7.28011 5.83095 4.12311 6.40312 3.60555 11.6619 14.8661 14.2127 12.7279 17 8.06226 2.23607 5.83095 20.5183 10.198 2.82843 3.60555 12.53 17.8045 5.83095 8 16.2788 5.65685 15.2643 10.198 15.2315 12.6491 6.08276 2.23607 8.60233 15.6525 14.3178 4.12311 7.28011 9 8.24621 4.47214 7.81025 
9.84886 13 8.94427 10 3 0 8.24621 15.6205 15.2315 8.60233 9.05539 15.5242 4.24264 13.8924 5 12.1655 17.4929 8.94427 3.60555 15.5563 2.23607 11.7047 4.47214 8.544 7.07107 8.94427 6.32456 10.4403 12.083 12.53 10.8167 14.4222 5.09902 2.82843 8.544 18.4391 7.28011 2.23607 3.16228 10 16.1245 7.81025 8.544 14.4222 8.06226 13.9284 11.1803 14.3178 13.8924 7.2111 5.09902 6.40312 14.5602 14 1.41421 4.47214 9.48683 8.06226 2.23607 6.32456 
6.08276 17 6 2.82843 11.1803 8.24621 0 12.6491 16.1245 15.8114 14.2127 20.8087 5.09902 14.0357 13 4 17.0294 15.6205 6.08276 13.3417 6.7082 3.60555 4 16.7631 15.2971 17.088 14.5602 13 4.24264 13.1529 11.1803 10.7703 3.16228 10 16.0312 16.4924 1 9.84886 10.2956 8 16 14.3178 14.8661 14 16.1555 15.2971 17.6918 16.7631 20.5183 14.4222 13.3417 5 16.4924 17.8885 7.61577 5.65685 15.5563 13.4536 7 10 
6.7082 12.3693 7.2111 10.198 18.0278 15.6205 12.6491 0 7.2111 17.2627 13.0384 16.7631 15.8114 5.38516 17.4642 12 5.83095 16.1245 16.4012 1.41421 13.4536 14.0357 14.4222 21.1896 21.0238 20.8806 19.6977 9 15.0333 6.08276 6.08276 2 13.0384 18.4391 23.8537 4 13 15.2643 14.7648 5.65685 5.65685 23.4307 15.1327 4.47214 19.9249 7.61577 17 9.84886 19.105 16.4924 19.2354 17 8.94427 12.6491 14.2127 11.3137 15.0333 13.1529 16.2788 10.7703 
10.4403 6.08276 10.198 14.5602 16.6433 15.2315 16.1245 7.2111 0 13.0384 8.60233 10.0499 17.2627 2.23607 14.8661 17.088 3.16228 11.6619 17.4642 5.83095 13.6015 18.6815 16.1245 17.8045 18.3848 17.2047 16.9706 5 19.6469 3 5 8.48528 15.0333 17.8885 22.0227 6 16.0312 13.8924 13.0384 8.24621 2 22.4722 10.8167 2.82843 16.4012 1.41421 11.7047 3 13.1529 12.8062 17.0294 19.105 2 6 13.9284 12.1655 10.2956 9.21954 16.7631 8.94427 
14.3178 7.81025 13.3417 16.5529 7.28011 8.60233 15.8114 17.2627 13.0384 0 4.47214 8.06226 12.8062 13 4.12311 19.2354 16.1245 1.41421 12.2066 16.4924 9.21954 19.4165 12.7279 5 6.32456 4.24264 5.09902 8.544 20 11.7047 11.1803 17.0294 12.8062 9.48683 10.4403 18.3848 15 6.40312 5.65685 13.0384 14.7648 12.0416 2.23607 13.9284 3.60555 11.6619 3 10.6301 5.38516 1.41421 6 15 11.4018 8.60233 8.48528 10.2956 2.82843 4.12311 10.8167 7.07107 
