100
0 2.23607 3 3.60555 2 2.82843 3.60555 2.23607 1.41421 3.16228 3 1 4.24264 1 8.544 6.7082 7.2111 5.83095 7.61577 6.08276 6.40312 7.07107 5.38516 7.28011 8.24621 5.09902 8.94427 6.32456 5.65685 6.7082 4.12311 7.61577 5.09902 5.38516 4.47214 7.07107 7.28011 6.32456 5.83095 5 8.06226 6.08276 8.06226 10.198 9.48683 9.84886 11.0454 8.544 11.7047 9.05539 9.21954 11.1803 10.7703 11.4018 8.24621 8.94427 12.8062 12.53 12.083 11.4018 10.2956 9.43398 12.2066 13.6015 13.0384 10.8167 11.3137 11.1803 10.6301 10 12.083 11.6619 12.2066 12.53 12.0416 11.4018 12.8062 10.2956 13.8924 13 11.1803 10.8167 13.0384 13.4164 14.8661 15.6205 12.0416 13.6015 16.2788 14.2127 14.8661 14.1421 14.4222 14.2127 13.4536 13.4536 12.7279 12.8062 2.23607 8.60233 
2.23607 0 1.41421 2 2.23607 1 1.41421 1.41421 1 2.23607 2.82843 2 2.23607 1.41421 10.2956 8.60233 9.21954 7.81025 9.43398 7.61577 8.48528 8.544 7.2111 8.94427 9.84886 6.7082 10.8167 8.06226 6.7082 7.07107 4.24264 7.81025 5 5.65685 5 6.7082 7.2111 6.40312 6.40312 5.83095 8.48528 5.83095 7.61577 9.84886 9.43398 10 10.4403 8.60233 11.6619 8.544 8.94427 10.7703 10.8167 11.1803 8.06226 9.21954 13.4536 12.8062 12.2066 12.0416 10.6301 9.89949 12.7279 14.1421 13.4536 11.3137 12.2066 11.4018 11.4018 10.6301 14.3178 13.8924 14.4222 14.7648 14.2127 13.6015 15 12.53 16.1245 15.2315 13.4164 13.0384 15.2643 15.6525 15.6205 16.6433 13.0384 14.7648 17.2047 15.2643 15.8114 15 15.6525 14.8661 14.4222 14.2127 13.6015 13.8924 3.16228 10.6301 
3 1.41421 0 3.16228 3.60555 2.23607 2 2.82843 2.23607 3.60555 4.24264 3.16228 3 2 10 8.48528 9.21954 7.81025 9.21954 7.2111 8.60233 8.06226 7.07107 8.60233 9.43398 6.40312 10.6301 7.81025 8.06226 8.48528 5.65685 9.21954 6.40312 7.07107 6.40312 8.06226 8.60233 7.81025 7.81025 7.2111 9.89949 7.2111 8.94427 11.1803 10.8167 11.4018 11.7047 10 13.0384 9.84886 10.2956 12.083 12.2066 12.53 9.43398 10.6301 14.8661 14.2127 13.6015 13.4536 12.0416 11.3137 14.1421 15.5563 14.8661 12.7279 13.6015 12.8062 12.8062 12.0416 14.8661 14.3178 14.7648 15.2315 14.4222 13.8924 15.2643 13 16.5529 15.8114 13.9284 13.4164 15.6525 16.1555 17.0294 18.0278 14.4222 16.1245 18.6011 16.6433 17.2047 16.4012 17 16.2788 15.8114 15.6205 15 15.2643 4.47214 10.6301 
3.60555 2 3.16228 0 2.23607 1 1.41421 1.41421 2.23607 1 2 2.82843 1 3.16228 12.083 10.2956 10.8167 9.43398 11.1803 9.48683 10 10.4403 8.94427 10.7703 11.7047 8.544 12.53 9.84886 6.08276 5.83095 3.16228 6.40312 3.60555 4.47214 4.12311 5 5.65685 5 5.38516 5.09902 7.2111 4.24264 5.83095 8.06226 7.81025 8.48528 8.544 7.07107 10 6.7082 7.2111 8.94427 9.21954 9.43398 6.40312 7.81025 12.2066 11.3137 10.6301 10.8167 9.21954 8.60233 11.4018 12.8062 12.0416 10 11.1803 9.89949 10.2956 9.43398 15.2643 15 15.6205 15.8114 15.5563 14.8661 16.2788 13.6015 17.2047 16.1245 14.4222 14.2127 16.4012 16.6433 14.4222 15.6525 12.083 13.9284 16.1245 14.3178 14.7648 13.8924 14.8661 13.6015 13.4164 13.0384 12.53 13 3.16228 12.2066 
2 2.23607 3.60555 2.23607 0 2 3 1 1.41421 1.41421 1 1 3.16228 2.23607 10.4403 8.544 8.94427 7.61577 9.48683 8.06226 8.06226 9.05539 7.28011 9.21954 10.198 7.07107 10.7703 8.24621 4.47214 5 2.23607 5.83095 3.16228 3.60555 2.82843 5.09902 5.38516 4.47214 4.24264 3.60555 6.40312 4.12311 6.08276 8.24621 7.61577 8.06226 9.05539 6.7082 9.84886 7.07107 7.28011 9.21954 8.94427 9.48683 6.32456 7.2111 11.3137 10.8167 10.2956 9.89949 8.60233 7.81025 10.6301 12.0416 11.4018 9.21954 10 9.43398 9.21954 8.48528 13.0384 12.8062 13.4536 13.6015 13.4536 12.7279 14.1421 11.4018 15 13.8924 12.2066 12.0416 14.2127 14.4222 13.4536 14.4222 10.8167 12.53 15 13.0384 13.6015 12.8062 13.4164 12.7279 12.2066 12.0416 11.4018 11.6619 1 10.2956 
2.82843 1 2.23607 1 2 0 1 1 1.41421 1.41421 2.23607 2.23607 1.41421 2.23607 11.1803 9.43398 10 8.60233 10.2956 8.544 9.21954 9.48683 8.06226 9.84886 10.7703 7.61577 11.6619 8.94427 6.32456 6.40312 3.60555 7.07107 4.24264 5 4.47214 5.83095 6.40312 5.65685 5.83095 5.38516 7.81025 5 6.7082 8.94427 8.60233 9.21954 9.48683 7.81025 10.8167 7.61577 8.06226 9.84886 10 10.2956 7.2111 8.48528 12.8062 12.0416 11.4018 11.4018 9.89949 9.21954 12.0416 13.4536 12.7279 10.6301 11.6619 10.6301 10.8167 10 14.7648 14.4222 15 15.2643 14.8661 14.2127 15.6205 13.0384 16.6433 15.6525 13.8924 13.6015 15.8114 16.1245 15 16.1245 12.53 14.3178 16.6433 14.7648 15.2643 14.4222 15.2315 14.2127 13.8924 13.6015 13.0384 13.4164 3 11.4018 
3.60555 1.41421 2 1.41421 3 1 0 2 2.23607 2.23607 3.16228 3.16228 1 2.82843 11.6619 10 10.6301 9.21954 10.8167 8.94427 9.89949 9.84886 8.60233 10.2956 11.1803 8.06226 12.2066 9.43398 7.28011 7.2111 4.47214 7.81025 5 5.83095 5.38516 6.40312 7.07107 6.40312 6.7082 6.32456 8.60233 5.65685 7.2111 9.43398 9.21954 9.89949 9.84886 8.48528 11.4018 8.06226 8.60233 10.2956 10.6301 10.8167 7.81025 9.21954 13.6015 12.7279 12.0416 12.2066 10.6301 10 12.8062 14.2127 13.4536 11.4018 12.53 11.3137 11.6619 10.8167 15.6525 15.2643 15.8114 16.1245 15.6205 15 16.4012 13.8924 17.4929 16.5529 14.7648 14.4222 16.6433 17 15.8114 17 13.4164 15.2315 17.4929 15.6525 16.1245 15.2643 16.1555 15 14.7648 14.4222 13.8924 14.3178 4 12.0416 
2.23607 1.41421 2.82843 1.41421 1 1 2 0 1 1 1.41421 1.41421 2.23607 2 10.7703 8.94427 9.43398 8.06226 9.84886 8.24621 8.60233 9.21954 7.61577 9.48683 10.4403 7.28011 11.1803 8.544 5.38516 5.65685 2.82843 6.40312 3.60555 4.24264 3.60555 5.38516 5.83095 5 5 4.47214 7.07107 4.47214 6.32456 8.544 8.06226 8.60233 9.21954 7.2111 10.2956 7.28011 7.61577 9.48683 9.43398 9.84886 6.7082 7.81025 12.0416 11.4018 10.8167 10.6301 9.21954 8.48528 11.3137 12.7279 12.0416 9.89949 10.8167 10 10 9.21954 13.8924 13.6015 14.2127 14.4222 14.1421 13.4536 14.8661 12.2066 15.8114 14.7648 13.0384 12.8062 15 15.2643 14.2127 15.2643 11.6619 13.4164 15.8114 13.8924 14.4222 13.6015 14.3178 13.4536 13.0384 12.8062 12.2066 12.53 2 10.8167 
1.41421 1 2.23607 2.23607 1.41421 1.41421 2.23607 1 0 2 2.23607 1 2.82843 1 9.84886 8.06226 8.60233 7.2111 8.94427 7.28011 7.81025 8.24621 6.7082 8.544 9.48683 6.32456 10.2956 7.61577 5.83095 6.40312 3.60555 7.2111 4.47214 5 4.24264 6.32456 6.7082 5.83095 5.65685 5 7.81025 5.38516 7.28011 9.48683 8.94427 9.43398 10.198 8.06226 11.1803 8.24621 8.544 10.4403 10.2956 10.7703 7.61577 8.60233 12.7279 12.2066 11.6619 11.3137 10 9.21954 12.0416 13.4536 12.8062 10.6301 11.4018 10.8167 10.6301 9.89949 13.4164 13.0384 13.6015 13.8924 13.4536 12.8062 14.2127 11.6619 15.2643 14.3178 12.53 12.2066 14.4222 14.7648 14.8661 15.8114 12.2066 13.8924 16.4012 14.4222 15 14.2127 14.7648 14.1421 13.6015 13.4536 12.8062 13.0384 2.23607 10 
3.16228 2.23607 3.60555 1 1.41421 1.41421 2.23607 1 2 0 1 2.23607 2 3 11.7047 9.84886 10.2956 8.94427 10.7703 9.21954 9.43398 10.198 8.544 10.4403 11.4018 8.24621 12.083 9.48683 5.09902 5 2.23607 5.65685 2.82843 3.60555 3.16228 4.47214 5 4.24264 4.47214 4.12311 6.40312 3.60555 5.38516 7.61577 7.2111 7.81025 8.24621 6.40312 9.43398 6.32456 6.7082 8.544 8.60233 8.94427 5.83095 7.07107 11.4018 10.6301 10 10 8.48528 7.81025 10.6301 12.0416 11.3137 9.21954 10.2956 9.21954 9.43398 8.60233 14.4222 14.2127 14.8661 15 14.8661 14.1421 15.5563 12.8062 16.4012 15.2643 13.6015 13.4536 15.6205 15.8114 13.6015 14.7648 11.1803 13 15.2643 13.4164 13.8924 13.0384 13.9284 12.8062 12.53 12.2066 11.6619 12.083 2.23607 11.6619 
