70
0 2 1.41421 1 2.82843 1 1.41421 3.60555 2.23607 2.23607 3.60555 5.09902 5.38516 5 2.23607 3.16228 5 2.82843 3 5.83095 10.8167 15 14.2127 14.4222 13.4536 11.4018 12.53 13.4164 12.7279 12.8062 8.544 8.24621 6.32456 9.48683 7.61577 9.84886 9.05539 7.07107 7.2111 6.7082 21.2603 21.2132 21.2603 23.3452 19.799 19.8494 21.9317 22.0227 20.5183 20.5183 15.1327 15.0333 14.1421 16.0312 14.0357 14.5602 16.4924 17.1172 17.0294 15.2971 17.0294 17.2627 16.1245 16.2788 14.0357 17.1172 14.1421 15.2971 14.3178 15 
2 0 3.16228 1 2 3 1.41421 3 2.23607 1 5 7.07107 7.28011 7 4.12311 5.09902 6.7082 4.47214 5 7.61577 12.0416 16.2788 15.5563 15.6205 14.8661 12.7279 13.6015 14.4222 14.2127 14.1421 10.4403 10.198 8.24621 11.4018 9.48683 11.7047 11.0454 9.05539 8.94427 8.544 22.8035 22.6716 22.6274 24.8395 21.2603 21.4009 23.3452 23.6008 22.0227 21.9317 17.1172 17.0294 16.1245 18.0278 16.0312 16.4924 18.4391 19.105 19.0263 17.2627 19.0263 19.2354 18.1108 18.2483 16.0312 19.105 16.1245 17.2627 16.2788 17 
1.41421 3.16228 0 2.23607 3.16228 1 2 3.60555 2.23607 3 2.23607 4 4.12311 4.12311 1 2 3.60555 1.41421 2.23607 4.47214 11.1803 15.2643 14.4222 14.7648 13.6015 11.6619 13 13.9284 12.8062 13.0384 8.06226 7.61577 5.83095 8.94427 7.2111 9.43398 8.24621 6.32456 7.07107 6.40312 21.2132 21.2603 21.4009 23.3452 19.8494 19.799 22.0227 21.9317 20.5183 20.6155 14.3178 14.1421 13.3417 15.1327 13.1529 13.9284 15.8114 16.2788 16.1245 14.5602 16 16.1245 15.0333 15.1327 13 16.0312 13.0384 14.1421 13.1529 14.0357 
1 1 2.23607 0 2.23607 2 1 3.16228 2 1.41421 4.24264 6.08276 6.32456 6 3.16228 4.12311 5.83095 3.60555 4 6.7082 11.4018 15.6205 14.8661 15 14.1421 12.0416 13.0384 13.8924 13.4536 13.4536 9.48683 9.21954 7.28011 10.4403 8.544 10.7703 10.0499 8.06226 8.06226 7.61577 22.0227 21.9317 21.9317 24.0832 20.5183 20.6155 22.6274 22.8035 21.2603 21.2132 16.1245 16.0312 15.1327 17.0294 15.0333 15.5242 17.4642 18.1108 18.0278 16.2788 18.0278 18.2483 17.1172 17.2627 15.0333 18.1108 15.1327 16.2788 15.2971 16 
2.82843 2 3.16228 2.23607 0 3.60555 1.41421 1 1 1 4.12311 7.07107 7 7.28011 4.12311 5.09902 6.08276 4 5.38516 7.07107 13.6015 17.8045 17.0294 17.2047 16.2788 14.2127 15.2643 16.1245 15.5563 15.6205 11.1803 10.7703 8.94427 12.083 10.2956 12.53 11.4018 9.48683 10 9.43398 24.0832 24.0416 24.0832 26.1725 22.6274 22.6716 24.7588 24.8395 23.3452 23.3452 17.4642 17.2627 16.4924 18.2483 16.2788 17.088 18.9737 19.4165 19.2354 17.72 19.0263 19.0263 18 18.0278 16.0312 19 16 17.0294 16.0312 17.1172 
1 3 1 2 3.60555 0 2.23607 4.24264 2.82843 3.16228 3.16228 4.12311 4.47214 4 1.41421 2.23607 4.24264 2.23607 2 5 10.2956 14.4222 13.6015 13.8924 12.8062 10.8167 12.083 13 12.0416 12.2066 7.61577 7.28011 5.38516 8.544 6.7082 8.94427 8.06226 6.08276 6.40312 5.83095 20.5183 20.5183 20.6155 22.6274 19.105 19.105 21.2603 21.2603 19.799 19.8494 14.1421 14.0357 13.1529 15.0333 13.0384 13.6015 15.5242 16.1245 16.0312 14.3178 16.0312 16.2788 15.1327 15.2971 13.0384 16.1245 13.1529 14.3178 13.3417 14 
1.41421 1.41421 2 1 1.41421 2.23607 0 2.23607 1 1 3.60555 6 6.08276 6.08276 3 4 5.38516 3.16228 4.12311 6.32456 12.2066 16.4012 15.6205 15.8114 14.8661 12.8062 13.8924 14.7648 14.1421 14.2127 9.84886 9.48683 7.61577 10.7703 8.94427 11.1803 10.198 8.24621 8.60233 8.06226 22.6716 22.6274 22.6716 24.7588 21.2132 21.2603 23.3452 23.4307 21.9317 21.9317 16.2788 16.1245 15.2971 17.1172 15.1327 15.8114 17.72 18.2483 18.1108 16.4924 18 18.1108 17.0294 17.1172 15 18.0278 15.0333 16.1245 15.1327 16.0312 
3.60555 3 3.60555 3.16228 1 4.24264 2.23607 0 1.41421 2 4 7.28011 7.07107 7.61577 4.47214 5.38516 6 4.12311 5.83095 7 14.4222 18.6011 17.8045 18.0278 17.0294 15 16.1245 17 16.2788 16.4012 11.6619 11.1803 9.43398 12.53 10.8167 13.0384 11.7047 9.84886 10.6301 10 24.7588 24.7588 24.8395 26.8701 23.3452 23.3452 25.4951 25.4951 24.0416 24.0832 17.72 17.4642 16.7631 18.4391 16.4924 17.4642 19.3132 19.6469 19.4165 18.0278 19.105 19 18.0278 18 16.1245 19.0263 16.0312 17 16 17.2627 
2.23607 2.23607 2.23607 2 1 2.82843 1 1.41421 0 1.41421 3.16228 6.08276 6 6.32456 3.16228 4.12311 5.09902 3 4.47214 6.08276 13.0384 17.2047 16.4012 16.6433 15.6205 13.6015 14.7648 15.6525 14.8661 15 10.2956 9.84886 8.06226 11.1803 9.43398 11.6619 10.4403 8.544 9.21954 8.60233 23.3452 23.3452 23.4307 25.4558 21.9317 21.9317 24.0832 24.0832 22.6274 22.6716 16.4924 16.2788 15.5242 17.2627 15.2971 16.1555 18.0278 18.4391 18.2483 16.7631 18.0278 18.0278 17 17.0294 15.0333 18 15 16.0312 15.0333 16.1245 
2.23607 1 3 1.41421 1 3.16228 1 2 1.41421 0 4.47214 7 7.07107 7.07107 4 5 6.32456 4.12311 5.09902 7.28011 12.8062 17.0294 16.2788 16.4012 15.5563 13.4536 14.4222 15.2643 14.8661 14.8661 10.7703 10.4403 8.544 11.7047 9.84886 12.083 11.1803 9.21954 9.43398 8.94427 23.4307 23.3452 23.3452 25.4951 21.9317 22.0227 24.0416 24.2074 22.6716 22.6274 17.2627 17.1172 16.2788 18.1108 16.1245 16.7631 18.6815 19.2354 19.105 17.4642 19 19.105 18.0278 18.1108 16 19.0263 16.0312 17.1172 16.1245 17.0294 
3.60555 5 2.23607 4.24264 4.12311 3.16228 3.60555 4 3.16228 4.47214 0 3.60555 3.16228 4.24264 2 2.23607 2 1 3.16228 3 12.6491 16.5529 15.6525 16.1555 14.7648 13 14.5602 15.5242 13.8924 14.3178 8.48528 7.81025 6.40312 9.21954 7.81025 9.89949 8.06226 6.40312 8.06226 7.2111 22.0227 22.2036 22.4722 24.2074 20.8087 20.6155 23.0217 22.6716 21.4009 21.6333 13.9284 13.6015 13 14.5602 12.6491 13.8924 15.6525 15.8114 15.5242 14.3178 15.1327 15 14.0357 14 12.1655 15.0333 12.0416 13 12 13.3417 
5.09902 7.07107 4 6.08276 7.07107 4.12311 6 7.28011 6.08276 7 3.60555 0 1 1 3 2 2.23607 3.16228 2.23607 2 10.0499 13.6015 12.6491 13.3417 11.7047 10.198 12.0416 13.0384 10.7703 11.4018 5 4.24264 3.16228 5.65685 4.47214 6.40312 4.47214 2.82843 5.09902 4.12311 18.6011 18.868 19.2354 20.8087 17.4929 17.2047 19.7231 19.2094 18.0278 18.3576 10.4403 10.198 9.48683 11.1803 9.21954 10.2956 12.083 12.3693 12.1655 10.7703 12 12.1655 11.0454 11.1803 9 12.0416 9.05539 10.198 9.21954 10.0499 
5.38516 7.28011 4.12311 6.32456 7 4.47214 6.08276 7.07107 6 7.07107 3.16228 1 0 2 3.16228 2.23607 1.41421 3 2.82843 1 11.0454 14.5602 13.6015 14.3178 12.6491 11.1803 13.0384 14.0357 11.7047 12.3693 5.83095 5 4.12311 6.40312 5.38516 7.2111 5 3.60555 6.08276 5.09902 19.4165 19.7231 20.1246 21.6333 18.3576 18.0278 20.5913 20 18.868 19.2354 10.7703 10.4403 9.84886 11.4018 9.48683 10.8167 12.53 12.6491 12.3693 11.1803 12.0416 12.0416 11 11.0454 9.05539 12 9 10.0499 9.05539 10.198 
5 7 4.12311 6 7.28011 4 6.08276 7.61577 6.32456 7.07107 4.24264 1 2 0 3.16228 2.23607 3.16228 3.60555 2 3 9.05539 12.6491 11.7047 12.3693 10.7703 9.21954 11.0454 12.0416 9.84886 10.4403 4.24264 3.60555 2.23607 5 3.60555 5.65685 4.12311 2.23607 4.12311 3.16228 17.8045 18.0278 18.3576 20 16.6433 16.4012 18.868 18.4391 17.2047 17.4929 10.198 10.0499 9.21954 11.0454 9.05539 9.84886 11.7047 12.1655 12.0416 10.4403 12.0416 12.3693 11.1803 11.4018 9.05539 12.1655 9.21954 10.4403 9.48683 10 
2.23607 4.12311 1 3.16228 4.12311 1.41421 3 4.47214 3.16228 4 2 3 3.16228 3.16228 0 1 2.82843 1 1.41421 3.60555 10.7703 14.7648 13.8924 14.3178 13.0384 11.1803 12.6491 13.6015 12.2066 12.53 7.2111 6.7082 5 8.06226 6.40312 8.60233 7.28011 5.38516 6.40312 5.65685 20.5183 20.6155 20.8087 22.6716 19.2094 19.105 21.4009 21.2132 19.8494 20 13.3417 13.1529 12.3693 14.1421 12.1655 13 14.8661 15.2971 15.1327 13.6015 15 15.1327 14.0357 14.1421 12 15.0333 12.0416 13.1529 12.1655 13.0384 
3.16228 5.09902 2 4.12311 5.09902 2.23607 4 5.38516 4.12311 5 2.23607 2 2.23607 2.23607 1 0 2.23607 1.41421 1 2.82843 10.4403 14.3178 13.4164 13.9284 12.53 10.7703 12.3693 13.3417 11.6619 12.083 6.40312 5.83095 4.24264 7.2111 5.65685 7.81025 6.32456 4.47214 5.83095 5 19.8494 20 20.2485 22.0227 18.6011 18.4391 20.8087 20.5183 19.2094 19.4165 12.3693 12.1655 11.4018 13.1529 11.1803 12.083 13.9284 14.3178 14.1421 12.6491 14 14.1421 13.0384 13.1529 11 14.0357 11.0454 12.1655 11.1803 12.0416 
5 6.7082 3.60555 5.83095 6.08276 4.24264 5.38516 6 5.09902 6.32456 2 2.23607 1.41421 3.16228 2.82843 2.23607 0 2.23607 3.16228 1 12.1655 15.8114 14.8661 15.5242 13.9284 12.3693 14.1421 15.1327 13 13.6015 7.2111 6.40312 5.38516 7.81025 6.7082 8.60233 6.40312 5 7.28011 6.32456 20.8087 21.095 21.4709 23.0217 19.7231 19.4165 21.9545 21.4009 20.2485 20.5913 12.083 11.7047 11.1803 12.6491 10.7703 12.2066 13.8924 13.9284 13.6015 12.53 13.1529 13 12.0416 12 10.198 13.0384 10.0499 11 10 11.4018 
2.82843 4.47214 1.41421 3.60555 4 2.23607 3.16228 4.12311 3 4.12311 1 3.16228 3 3.60555 1 1.41421 2.23607 0 2.23607 3.16228 11.7047 15.6525 14.7648 15.2315 13.8924 12.083 13.6015 14.5602 13.0384 13.4164 7.81025 7.2111 5.65685 8.60233 7.07107 9.21954 7.61577 5.83095 7.2111 6.40312 21.2603 21.4009 21.6333 23.4307 20 19.8494 22.2036 21.9317 20.6155 20.8087 13.6015 13.3417 12.6491 14.3178 12.3693 13.4164 15.2315 15.5242 15.2971 13.9284 15.0333 15.0333 14 14.0357 12.0416 15 12 13.0384 12.0416 13.1529 
